epoch,epoch_steps,epoch_rewards,epoch_time,epoch_avg_q,total_steps,epsilon,beta,memory_len,total_run_time,dueling,noisy_net,pretraining_steps,tau
124,6,-0.7,0 days 00:00:02.080923,,1311,1,0.4,1311,0 days 00:15:00.507742,True,False,5000,0.01
125,6,-0.7,0 days 00:00:02.081878,,1318,1,0.4,1318,0 days 00:15:06.208774,True,False,5000,0.01
126,6,-0.7,0 days 00:00:02.082984,,1325,1,0.4,1325,0 days 00:15:11.909661,True,False,5000,0.01
127,8,-0.5,0 days 00:00:03.248257,,1334,1,0.4,1334,0 days 00:15:18.776359,True,False,5000,0.01
128,8,-0.5,0 days 00:00:03.247745,,1343,1,0.4,1343,0 days 00:15:25.642296,True,False,5000,0.01
129,11,-0.20000000000000007,0 days 00:00:04.499553,,1355,1,0.4,1355,0 days 00:15:33.759439,True,False,5000,0.01
130,6,-0.7,0 days 00:00:02.083294,,1362,1,0.4,1362,0 days 00:15:39.460660,True,False,5000,0.01
131,7,-0.6,0 days 00:00:03.166440,,1370,1,0.4,1370,0 days 00:15:46.244258,True,False,5000,0.01
132,6,-0.7,0 days 00:00:02.082998,,1377,1,0.4,1377,0 days 00:15:51.944755,True,False,5000,0.01
133,10,-0.30000000000000004,0 days 00:00:02.915297,,1388,1,0.4,1388,0 days 00:15:58.477162,True,False,5000,0.01
134,10,-0.30000000000000004,0 days 00:00:03.416190,,1399,1,0.4,1399,0 days 00:16:05.511153,True,False,5000,0.01
135,63,4.999999999999995,0 days 00:00:22.336882,,1463,1,0.4,1463,0 days 00:16:31.465435,True,False,5000,0.01
136,13,-1.1102230246251565e-16,0 days 00:00:04.666265,,1477,1,0.4,1477,0 days 00:16:39.746680,True,False,5000,0.01
137,10,-0.30000000000000004,0 days 00:00:03.416097,,1488,1,0.4,1488,0 days 00:16:46.779304,True,False,5000,0.01
138,11,-0.20000000000000007,0 days 00:00:05.499572,,1500,1,0.4,1500,0 days 00:16:55.896438,True,False,5000,0.01
139,6,-0.7,0 days 00:00:04.082468,,1507,1,0.4,1507,0 days 00:17:03.596721,True,False,5000,0.01
140,6,-0.7,0 days 00:00:03.082554,,1514,1,0.4,1514,0 days 00:17:10.296861,True,False,5000,0.01
141,6,-0.7,0 days 00:00:02.081819,,1521,1,0.4,1521,0 days 00:17:15.997031,True,False,5000,0.01
142,6,-0.7,0 days 00:00:02.080792,,1528,1,0.4,1528,0 days 00:17:21.697059,True,False,5000,0.01
143,7,-0.6,0 days 00:00:03.165312,,1536,1,0.4,1536,0 days 00:17:28.480456,True,False,5000,0.01
144,7,-0.6,0 days 00:00:02.164285,,1544,1,0.4,1544,0 days 00:17:34.264565,True,False,5000,0.01
145,6,-0.7,0 days 00:00:03.082107,,1551,1,0.4,1551,0 days 00:17:40.965163,True,False,5000,0.01
146,13,-1.1102230246251565e-16,0 days 00:00:03.666067,,1565,1,0.4,1565,0 days 00:17:48.249345,True,False,5000,0.01
147,12,-0.10000000000000009,0 days 00:00:03.081426,,1578,1,0.4,1578,0 days 00:17:54.948955,True,False,5000,0.01
148,6,-0.7,0 days 00:00:02.081707,,1585,1,0.4,1585,0 days 00:18:00.648851,True,False,5000,0.01
149,6,-0.7,0 days 00:00:02.082747,,1592,1,0.4,1592,0 days 00:18:06.350012,True,False,5000,0.01
150,7,-0.6,0 days 00:00:02.165818,,1600,1,0.4,1600,0 days 00:18:12.132590,True,False,5000,0.01
151,8,-0.5,0 days 00:00:03.749266,,1609,1,0.4,1609,0 days 00:18:19.499482,True,False,5000,0.01
152,7,-0.6,0 days 00:00:03.164711,,1617,1,0.4,1617,0 days 00:18:26.283208,True,False,5000,0.01
153,6,-0.7,0 days 00:00:02.081773,,1624,1,0.4,1624,0 days 00:18:31.983697,True,False,5000,0.01
154,6,-0.7,0 days 00:00:02.081898,,1631,1,0.4,1631,0 days 00:18:37.684258,True,False,5000,0.01
155,5,-0.7999999999999999,0 days 00:00:02.998121,,1637,1,0.4,1637,0 days 00:18:44.300256,True,False,5000,0.01
156,13,-1.1102230246251565e-16,0 days 00:00:05.666450,,1651,1,0.4,1651,0 days 00:18:53.584761,True,False,5000,0.01
157,8,-0.5,0 days 00:00:04.748496,,1660,1,0.4,1660,0 days 00:19:01.951091,True,False,5000,0.01
158,21,0.8000000000000005,0 days 00:00:04.831972,,1682,1,0.4,1682,0 days 00:19:10.402559,True,False,5000,0.01
159,6,-0.7,0 days 00:00:02.082124,,1689,1,0.4,1689,0 days 00:19:16.101938,True,False,5000,0.01
160,9,-0.4,0 days 00:00:03.832867,,1699,1,0.4,1699,0 days 00:19:23.553470,True,False,5000,0.01
161,10,-0.30000000000000004,0 days 00:00:05.415872,,1710,1,0.4,1710,0 days 00:19:32.853702,True,False,5000,0.01
162,18,0.5000000000000002,0 days 00:00:03.582788,,1729,1,0.4,1729,0 days 00:19:40.053439,True,False,5000,0.01
163,6,-0.7,0 days 00:00:02.081564,,1736,1,0.4,1736,0 days 00:19:45.752819,True,False,5000,0.01
164,11,-0.20000000000000007,0 days 00:00:04.498532,,1748,1,0.4,1748,0 days 00:19:53.869780,True,False,5000,0.01
165,16,0.30000000000000004,0 days 00:00:06.416236,,1765,1,0.4,1765,0 days 00:20:03.904732,True,False,5000,0.01
166,7,-0.6,0 days 00:00:03.166161,,1773,1,0.4,1773,0 days 00:20:10.688125,True,False,5000,0.01
167,10,-0.30000000000000004,0 days 00:00:03.915496,,1784,1,0.4,1784,0 days 00:20:18.221636,True,False,5000,0.01
168,7,-0.6,0 days 00:00:02.665681,,1792,1,0.4,1792,0 days 00:20:24.505230,True,False,5000,0.01
169,10,-0.30000000000000004,0 days 00:00:02.916207,,1803,1,0.4,1803,0 days 00:20:31.038912,True,False,5000,0.01
170,7,-0.6,0 days 00:00:03.164577,,1811,1,0.4,1811,0 days 00:20:37.821388,True,False,5000,0.01
171,6,-0.7,0 days 00:00:02.081763,,1818,1,0.4,1818,0 days 00:20:43.522343,True,False,5000,0.01
172,13,-1.1102230246251565e-16,0 days 00:00:04.164280,,1832,1,0.4,1832,0 days 00:20:51.305574,True,False,5000,0.01
173,6,-0.7,0 days 00:00:03.080911,,1839,1,0.4,1839,0 days 00:20:58.005541,True,False,5000,0.01
174,7,-0.6,0 days 00:00:02.165371,,1847,1,0.4,1847,0 days 00:21:03.789613,True,False,5000,0.01
175,6,-0.7,0 days 00:00:02.083057,,1854,1,0.4,1854,0 days 00:21:09.490860,True,False,5000,0.01
176,6,-0.7,0 days 00:00:02.080814,,1861,1,0.4,1861,0 days 00:21:15.189357,True,False,5000,0.01
177,7,-0.6,0 days 00:00:02.665294,,1869,1,0.4,1869,0 days 00:21:21.473430,True,False,5000,0.01
178,10,-0.30000000000000004,0 days 00:00:04.415464,,1880,1,0.4,1880,0 days 00:21:29.507411,True,False,5000,0.01
179,10,-0.30000000000000004,0 days 00:00:04.915284,,1891,1,0.4,1891,0 days 00:21:38.041534,True,False,5000,0.01
180,6,-0.7,0 days 00:00:03.083347,,1898,1,0.4,1898,0 days 00:21:44.742152,True,False,5000,0.01
181,17,0.40000000000000013,0 days 00:00:05.499568,,1916,1,0.4,1916,0 days 00:21:53.858545,True,False,5000,0.01
182,15,0.19999999999999996,0 days 00:00:06.831981,,1932,1,0.4,1932,0 days 00:22:04.308835,True,False,5000,0.01
183,8,-0.5,0 days 00:00:03.749961,,1941,1,0.4,1941,0 days 00:22:11.676456,True,False,5000,0.01
184,29,1.600000000000001,0 days 00:00:08.499791,,1971,1,0.4,1971,0 days 00:22:23.793825,True,False,5000,0.01
185,6,-0.7,0 days 00:00:03.082615,,1978,1,0.4,1978,0 days 00:22:30.493249,True,False,5000,0.01
186,8,-0.5,0 days 00:00:03.248389,,1987,1,0.4,1987,0 days 00:22:37.359959,True,False,5000,0.01
187,7,-0.6,0 days 00:00:02.164531,,1995,1,0.4,1995,0 days 00:22:43.143897,True,False,5000,0.01
188,7,-0.6,0 days 00:00:02.164944,,2003,1,0.4,2003,0 days 00:22:48.927004,True,False,5000,0.01
189,19,0.6000000000000003,0 days 00:00:05.165972,,2023,1,0.4,2023,0 days 00:22:57.710795,True,False,5000,0.01
190,8,-0.5,0 days 00:00:04.247637,,2032,1,0.4,2032,0 days 00:23:05.577506,True,False,5000,0.01
191,11,-0.20000000000000007,0 days 00:00:02.999908,,2044,1,0.4,2044,0 days 00:23:12.195369,True,False,5000,0.01
192,6,-0.7,0 days 00:00:02.081950,,2051,1,0.4,2051,0 days 00:23:17.895293,True,False,5000,0.01
193,6,-0.7,0 days 00:00:03.083058,,2058,1,0.4,2058,0 days 00:23:24.595872,True,False,5000,0.01
194,7,-0.6,0 days 00:00:02.164735,,2066,1,0.4,2066,0 days 00:23:30.379100,True,False,5000,0.01
195,6,-0.7,0 days 00:00:02.082180,,2073,1,0.4,2073,0 days 00:23:36.079773,True,False,5000,0.01
196,12,-0.10000000000000009,0 days 00:00:03.081882,,2086,1,0.4,2086,0 days 00:23:42.779660,True,False,5000,0.01
197,6,-0.7,0 days 00:00:02.082391,,2093,1,0.4,2093,0 days 00:23:48.479537,True,False,5000,0.01
198,4,-0.9,0 days 00:00:02.916869,,2098,1,0.4,2098,0 days 00:23:55.014197,True,False,5000,0.01
199,10,-0.30000000000000004,0 days 00:00:04.415107,,2109,1,0.4,2109,0 days 00:24:03.047055,True,False,5000,0.01
200,6,-0.7,0 days 00:00:03.083570,,2116,1,0.4,2116,0 days 00:24:09.748376,True,False,5000,0.01
201,15,0.19999999999999996,0 days 00:00:05.832740,,2132,1,0.4,2132,0 days 00:24:19.531521,True,False,5000,0.01
202,8,-0.5,0 days 00:00:03.747985,,2141,1,0.4,2141,0 days 00:24:26.897932,True,False,5000,0.01
203,13,-1.1102230246251565e-16,0 days 00:00:04.664483,,2155,1,0.4,2155,0 days 00:24:35.182216,True,False,5000,0.01
204,5,-0.7999999999999999,0 days 00:00:02.999695,,2161,1,0.4,2161,0 days 00:24:41.799093,True,False,5000,0.01
205,14,0.09999999999999987,0 days 00:00:04.749664,,2176,1,0.4,2176,0 days 00:24:50.166849,True,False,5000,0.01
206,13,-1.1102230246251565e-16,0 days 00:00:05.665718,,2190,1,0.4,2190,0 days 00:24:59.450553,True,False,5000,0.01
207,7,-0.6,0 days 00:00:02.164660,,2198,1,0.4,2198,0 days 00:25:05.232481,True,False,5000,0.01
208,21,0.8000000000000005,0 days 00:00:06.833215,,2220,1,0.4,2220,0 days 00:25:15.683918,True,False,5000,0.01
209,6,-0.7,0 days 00:00:02.081446,,2227,1,0.4,2227,0 days 00:25:21.383799,True,False,5000,0.01
210,7,-0.6,0 days 00:00:02.164788,,2235,1,0.4,2235,0 days 00:25:27.166469,True,False,5000,0.01
211,23,1.0000000000000004,0 days 00:00:08.501048,,2259,1,0.4,2259,0 days 00:25:39.286355,True,False,5000,0.01
212,9,-0.4,0 days 00:00:03.332656,,2269,1,0.4,2269,0 days 00:25:46.234511,True,False,5000,0.01
213,9,-0.4,0 days 00:00:03.332665,,2279,1,0.4,2279,0 days 00:25:53.185213,True,False,5000,0.01
214,6,-0.7,0 days 00:00:02.082342,,2286,1,0.4,2286,0 days 00:25:58.885084,True,False,5000,0.01
215,6,-0.7,0 days 00:00:02.083441,,2293,1,0.4,2293,0 days 00:26:04.586069,True,False,5000,0.01
216,18,0.5000000000000002,0 days 00:00:04.581860,,2312,1,0.4,2312,0 days 00:26:12.785672,True,False,5000,0.01
217,6,-0.7,0 days 00:00:02.081046,,2319,1,0.4,2319,0 days 00:26:18.485545,True,False,5000,0.01
218,6,-0.7,0 days 00:00:02.081568,,2326,1,0.4,2326,0 days 00:26:24.185806,True,False,5000,0.01
219,5,-0.7999999999999999,0 days 00:00:02.998530,,2332,1,0.4,2332,0 days 00:26:30.802801,True,False,5000,0.01
220,6,-0.7,0 days 00:00:02.082166,,2339,1,0.4,2339,0 days 00:26:36.502759,True,False,5000,0.01
221,6,-0.7,0 days 00:00:02.081929,,2346,1,0.4,2346,0 days 00:26:42.203946,True,False,5000,0.01
222,8,-0.5,0 days 00:00:04.749406,,2355,1,0.4,2355,0 days 00:26:50.570844,True,False,5000,0.01
223,6,-0.7,0 days 00:00:02.081865,,2362,1,0.4,2362,0 days 00:26:56.270507,True,False,5000,0.01
224,7,-0.6,0 days 00:00:02.164995,,2370,1,0.4,2370,0 days 00:27:02.053743,True,False,5000,0.01
225,6,-0.7,0 days 00:00:02.081583,,2377,1,0.4,2377,0 days 00:27:07.754344,True,False,5000,0.01
226,17,0.40000000000000013,0 days 00:00:06.499370,,2395,1,0.4,2395,0 days 00:27:17.871759,True,False,5000,0.01
227,7,-0.6,0 days 00:00:02.164733,,2403,1,0.4,2403,0 days 00:27:23.654906,True,False,5000,0.01
228,16,0.30000000000000004,0 days 00:00:05.415312,,2420,1,0.4,2420,0 days 00:27:32.689060,True,False,5000,0.01
229,9,-0.4,0 days 00:00:04.333030,,2430,1,0.4,2430,0 days 00:27:40.639334,True,False,5000,0.01
