epoch,epoch_steps,epoch_rewards,epoch_time,epoch_avg_q,total_steps,epsilon,beta,memory_len,total_run_time,dueling,noisy_net,pretraining_steps,tau
0,185,17.19999999999999,0 days 00:00:41.348205,16.387087,186,0.0009580760857350111,0.9999900076666673,150000,0 days 00:01:42.155582,True,False,0,0.01
1,792,77.89999999999979,0 days 00:02:36.474440,15.884204,979,0.0007981784534911106,0.9999900406666701,150000,0 days 00:04:22.266409,True,False,0,0.01
2,302,28.900000000000155,0 days 00:01:01.851185,16.113459,1282,0.0007443890911153991,0.9999900530000044,150000,0 days 00:05:27.750459,True,False,0,0.01
3,743,73.00000000000007,0 days 00:02:32.556487,,2026,0.0006271912632308547,0.9999900836666736,150000,0 days 00:08:03.924000,True,False,0,0.01
4,251,23.800000000000082,0 days 00:00:52.692457,16.521173,2278,0.000591834121113109,0.9999900940000078,150000,0 days 00:09:00.250741,True,False,0,0.01
5,857,84.39999999999942,0 days 00:03:05.162442,16.13843,3136,0.0004857356732877726,0.9999901296666774,150000,0 days 00:12:09.040989,True,False,0,0.01
6,640,62.700000000000635,0 days 00:01:55.724633,,3777,0.00041908295740490626,0.9999901563333463,150000,0 days 00:14:08.392542,True,False,0,0.01
7,243,23.00000000000007,0 days 00:00:51.909054,16.581093,4021,0.0003961867983702409,0.9999901663333471,150000,0 days 00:15:03.932674,True,False,0,0.01
8,377,36.40000000000026,0 days 00:01:12.265825,16.614534,4399,0.00036316166620741923,0.9999901820000151,150000,0 days 00:16:19.824341,True,False,0,0.01
9,576,56.300000000000544,0 days 00:02:02.668827,16.235252,4976,0.00031798014276906815,0.9999902060000171,150000,0 days 00:18:26.114837,True,False,0,0.01
10,637,62.40000000000063,0 days 00:02:18.188804,16.158987,5614,0.0002745364414222584,0.9999902323333526,150000,0 days 00:20:47.922281,True,False,0,0.01
11,240,22.700000000000067,0 days 00:00:45.451963,16.8228,5855,0.0002597167741401196,0.9999902423333534,150000,0 days 00:21:37.008878,True,False,0,0.01
12,392,37.90000000000028,0 days 00:01:31.356117,16.341265,6248,0.00023724660151040134,0.9999902586666881,150000,0 days 00:23:11.980796,True,False,0,0.01
13,748,73.50000000000004,0 days 00:02:18.283836,,6997,0.00019966410694971642,0.9999902896666907,150000,0 days 00:25:33.895813,True,False,0,0.01
14,607,59.40000000000059,0 days 00:01:50.702349,16.232796,7605,0.00017358012628707403,0.9999903146666927,150000,0 days 00:27:28.219838,True,False,0,0.01
15,749,73.60000000000004,0 days 00:02:23.267831,16.12562,8355,0.0001460494749440974,0.9999903456666953,150000,0 days 00:29:55.106016,True,False,0,0.01
16,1247,123.3999999999972,0 days 00:03:59.887234,16.185635,9603,0.00010957210373813299,0.9999903973333663,150000,0 days 00:33:58.614997,True,False,0,0.01
17,791,77.7999999999998,0 days 00:02:38.979083,16.369293,10395,9.999999999994632e-05,0.9999904300000356,150000,0 days 00:36:41.217609,True,False,0,0.01
18,747,73.40000000000005,0 days 00:02:31.964704,,11143,9.999999999994632e-05,0.9999904610000382,150000,0 days 00:39:16.810142,True,False,0,0.01
19,196,18.300000000000004,0 days 00:00:50.238371,16.698309,11340,9.999999999994632e-05,0.9999904690000389,150000,0 days 00:40:10.673058,True,False,0,0.01
20,708,69.50000000000027,0 days 00:02:35.105880,16.444088,12049,9.999999999994632e-05,0.9999904983333746,150000,0 days 00:42:49.409917,True,False,0,0.01
21,712,69.90000000000025,0 days 00:02:50.250141,16.036358,12762,9.999999999994632e-05,0.9999905280000437,150000,0 days 00:45:43.277250,True,False,0,0.01
22,564,55.10000000000053,0 days 00:01:54.631268,16.608583,13327,9.999999999994632e-05,0.999990551333379,150000,0 days 00:47:41.531291,True,False,0,0.01
23,887,87.39999999999925,0 days 00:02:57.047324,16.215855,14215,9.999999999994632e-05,0.9999905880000487,150000,0 days 00:50:42.203297,True,False,0,0.01
24,191,17.799999999999997,0 days 00:00:36.675768,16.859793,14407,9.999999999994632e-05,0.999990595666716,150000,0 days 00:51:22.505410,True,False,0,0.01
25,762,74.89999999999996,0 days 00:02:35.996741,16.486967,15170,9.999999999994632e-05,0.9999906273333853,150000,0 days 00:54:02.128323,True,False,0,0.01
26,679,66.60000000000043,0 days 00:02:27.201030,16.732473,15850,9.999999999994632e-05,0.9999906553333876,150000,0 days 00:56:32.955399,True,False,0,0.01
27,680,66.70000000000043,0 days 00:02:21.610268,16.604004,16531,9.999999999994632e-05,0.9999906836667233,150000,0 days 00:58:58.188250,True,False,0,0.01
28,682,66.90000000000042,0 days 00:02:24.802949,16.565777,17214,9.999999999994632e-05,0.999990712000059,150000,0 days 01:01:26.619972,True,False,0,0.01
29,329,31.600000000000193,0 days 00:01:16.417276,16.614918,17544,9.999999999994632e-05,0.9999907256667268,150000,0 days 01:02:46.657704,True,False,0,0.01
30,720,70.7000000000002,0 days 00:02:24.741881,16.747892,18265,9.999999999994632e-05,0.9999907556667292,150000,0 days 01:05:15.018993,True,False,0,0.01
