epoch,epoch_steps,tot_steps,tot_run_time,epsilon
46,2147,40095,0 days 06:45:55.047775000,9.999999999990714e-06
47,705,40801,0 days 06:55:05.769636000,9.999999999990714e-06
48,795,41597,0 days 07:05:16.570383000,9.999999999990714e-06
49,1379,42977,0 days 07:23:12.489953000,9.999999999990714e-06
50,166,43144,0 days 07:25:26.656860000,9.999999999990714e-06
51,1515,44660,0 days 07:44:50.331794000,9.999999999990714e-06
52,693,45354,0 days 07:54:06.440173000,9.999999999990714e-06
53,21,45376,0 days 07:54:26.296112000,9.999999999990714e-06
54,1161,46538,0 days 08:09:49.911708000,9.999999999990714e-06
55,584,47123,0 days 08:17:35.263040000,9.999999999990714e-06
56,660,47784,0 days 08:26:13.305980000,9.999999999990714e-06
57,382,48167,0 days 08:31:16.396995000,9.999999999990714e-06
58,752,48920,0 days 08:40:59.530418000,9.999999999990714e-06
59,2353,51274,0 days 09:12:01.866505000,9.999999999990714e-06
60,1042,52317,0 days 09:25:43.625889000,9.999999999990714e-06
61,1378,53696,0 days 09:43:57.498976000,9.999999999990714e-06
62,363,54060,0 days 09:49:06.936175000,9.999999999990714e-06
63,875,54936,0 days 10:01:37.859368000,9.999999999990714e-06
64,1251,1252,0 days 00:02:59.612701000,1e-05
65,2495,3748,0 days 00:08:57.105673000,1e-05
66,1895,5644,0 days 00:13:39.662622000,1e-05
67,1313,6958,0 days 00:16:45.719468000,1e-05
68,3288,10247,0 days 00:56:49.699538000,9.71963597943418e-06
69,1261,11509,0 days 01:12:08.747704000,8.405237704048338e-06
70,1580,13090,0 days 01:31:33.032969000,7.006481828653105e-06
71,1759,14850,0 days 01:53:20.632791000,5.72136954652197e-06
72,1044,15895,0 days 02:06:10.414914000,5.072826396028848e-06
73,23,15919,0 days 02:06:29.494393000,5.058829005717122e-06
74,1444,17364,0 days 02:25:19.567233000,4.283512119457917e-06
75,1312,18677,0 days 02:42:17.071568000,3.6825614284551218e-06
76,811,19489,0 days 02:52:38.931468000,3.3538991541872234e-06
77,958,20448,0 days 03:05:45.453906000,3.00330887867509e-06
78,2241,22690,0 days 03:35:17.748479000,2.3200641855682533e-06
79,1580,24271,0 days 03:56:19.832233000,1.933971189138821e-06
80,928,25200,0 days 04:08:19.162882000,1.7378008287481335e-06
81,781,25982,0 days 04:18:31.052435000,1.5881810142986315e-06
82,815,26798,0 days 04:29:17.612360000,1.4457726338724894e-06
83,512,27311,0 days 04:36:05.876851000,1.362856092568084e-06
84,93,27405,0 days 04:37:24.720789000,1.3481865805935485e-06
85,275,27681,0 days 04:41:05.509662000,1.3060205183061067e-06
86,619,28301,0 days 04:49:01.810346000,1.2160459901173565e-06
87,17,28319,0 days 04:49:19.582458000,1.2135285550597711e-06
88,825,29145,0 days 05:00:28.619510000,1.103443244051574e-06
89,261,29407,0 days 05:03:59.476055000,1.070656110577014e-06
90,97,29505,0 days 05:05:18.132205000,1.058644145185051e-06
91,1301,30807,0 days 05:21:47.793244000,9.999999999990597e-07
92,546,31354,0 days 05:28:48.820415000,9.999999999990597e-07
93,1058,32413,0 days 05:42:08.914190000,9.999999999990597e-07
94,215,32629,0 days 05:44:51.799329000,9.999999999990597e-07
95,897,33527,0 days 05:56:03.396359000,9.999999999990597e-07
96,604,34132,0 days 06:03:43.231093000,9.999999999990597e-07
97,124,34257,0 days 06:05:19.575047000,9.999999999990597e-07
98,1295,35553,0 days 06:22:07.793343000,9.999999999990597e-07
99,1115,36669,0 days 06:36:32.852855000,9.999999999990597e-07
100,784,37454,0 days 06:46:27.389976000,9.999999999990597e-07
101,1185,38640,0 days 07:02:03.248873000,9.999999999990597e-07
102,1078,39719,0 days 07:16:02.122568000,9.999999999990597e-07
103,1644,41364,0 days 07:37:41.298519000,9.999999999990597e-07
104,1432,42797,0 days 07:56:37.858998000,9.999999999990597e-07
105,611,43409,0 days 08:04:39.397659000,9.999999999990597e-07
106,544,43954,0 days 08:11:53.400650000,9.999999999990597e-07
107,1227,45182,0 days 08:28:17.034760000,9.999999999990597e-07
108,632,45815,0 days 08:36:43.867020000,9.999999999990597e-07
109,601,46417,0 days 08:44:44.332632000,9.999999999990597e-07
110,790,47208,0 days 08:55:15.799562000,9.999999999990597e-07
111,251,47460,0 days 08:58:42.135477000,9.999999999990597e-07
112,679,48140,0 days 09:07:46.554767000,9.999999999990597e-07
113,178,48319,0 days 09:10:12.583221000,9.999999999990597e-07
114,818,49138,0 days 09:21:01.294571000,9.999999999990597e-07
115,947,50086,0 days 09:33:45.665829000,9.999999999990597e-07
116,1364,51451,0 days 09:52:06.288973000,9.999999999990597e-07
117,1256,52708,0 days 10:08:47.058528000,9.999999999990597e-07
118,2896,55605,0 days 10:48:08.459088000,9.999999999990597e-07
119,2597,58203,0 days 11:23:46.823527000,9.999999999990597e-07
120,1008,59212,0 days 11:37:20.706119000,9.999999999990597e-07
121,784,59997,0 days 11:47:59.586879000,9.999999999990597e-07
122,979,60977,0 days 12:00:55.322440000,9.999999999990597e-07
123,966,61944,0 days 12:13:47.053661000,9.999999999990597e-07
124,838,62783,0 days 12:25:02.674085000,9.999999999990597e-07
125,290,63074,0 days 12:29:12.801617000,9.999999999990597e-07
126,238,63313,0 days 12:32:29.273090000,9.999999999990597e-07
127,633,63947,0 days 12:40:57.411581000,9.999999999990597e-07
128,1522,65470,0 days 13:01:58.773964000,9.999999999990597e-07
129,314,65785,0 days 13:06:22.935224000,9.999999999990597e-07
130,25,65811,0 days 13:06:46.818199000,9.999999999990597e-07
131,1218,67030,0 days 13:23:29.108180000,9.999999999990597e-07
132,1095,68126,0 days 13:38:17.647876000,9.999999999990597e-07
133,1036,69163,0 days 13:52:15.152473000,9.999999999990597e-07
134,1522,70686,0 days 14:13:14.136058000,9.999999999990597e-07
135,392,71079,0 days 14:18:32.447180000,9.999999999990597e-07
136,862,71942,0 days 14:30:00.109756000,9.999999999990597e-07
137,931,72874,0 days 14:42:32.216843000,9.999999999990597e-07
138,1778,74653,0 days 15:07:03.473354000,9.999999999990597e-07
139,1486,76140,0 days 15:27:20.576274000,9.999999999990597e-07
140,851,76992,0 days 15:38:55.007617000,9.999999999990597e-07
141,126,77119,0 days 15:40:45.188227000,9.999999999990597e-07
142,175,77295,0 days 15:43:12.811942000,9.999999999990597e-07
143,50,77346,0 days 15:43:57.536897000,9.999999999990597e-07
144,1247,78594,0 days 16:00:48.967516000,9.999999999990597e-07
