epoch,epoch_steps,tot_steps,tot_run_time,epsilon
252,9,2951,0 days 00:36:25.413948,1
253,15,2967,0 days 00:36:34.097304,1
254,21,2989,0 days 00:36:44.149173,1
255,6,2996,0 days 00:36:50.780843,1
256,8,3005,0 days 00:36:58.048853,1
257,6,3012,0 days 00:37:04.683499,1
258,9,3022,0 days 00:37:11.998841,1
259,19,3042,0 days 00:37:18.749024,1
260,10,3053,0 days 00:37:27.656465,1
261,8,3062,0 days 00:37:35.450160,1
262,4,3067,0 days 00:37:41.982846,1
263,14,3082,0 days 00:37:50.617114,1
264,8,3091,0 days 00:37:57.351546,1
265,16,3108,0 days 00:38:06.617746,1
266,8,3117,0 days 00:38:13.352489,1
267,26,3144,0 days 00:38:22.052265,1
268,11,3156,0 days 00:38:27.868047,1
269,7,3164,0 days 00:38:35.086590,1
270,7,3172,0 days 00:38:42.302167,1
271,9,3182,0 days 00:38:49.087554,1
272,9,3192,0 days 00:38:55.336546,1
273,9,3202,0 days 00:39:03.186392,1
274,18,3221,0 days 00:39:10.954055,1
275,9,3231,0 days 00:39:17.737711,1
276,11,3243,0 days 00:39:26.221992,1
277,9,3253,0 days 00:39:33.538675,1
278,14,3268,0 days 00:39:41.105690,1
279,13,3282,0 days 00:39:48.623411,1
280,12,3295,0 days 00:39:57.119209,1
281,14,3310,0 days 00:40:06.289510,1
282,11,3322,0 days 00:40:14.239719,1
283,20,3343,0 days 00:40:23.706929,1
284,10,3354,0 days 00:40:31.074154,1
285,21,3376,0 days 00:40:40.590733,1
286,20,3397,0 days 00:40:51.124558,1
287,8,3406,0 days 00:40:58.924853,1
288,32,3439,0 days 00:41:11.125964,1
289,9,3449,0 days 00:41:16.843408,1
290,10,3460,0 days 00:41:22.609393,1
291,11,3472,0 days 00:41:28.426649,1
292,5,3478,0 days 00:41:35.010247,1
293,7,3486,0 days 00:41:41.694047,1
294,9,3496,0 days 00:41:49.009822,1
295,10,3507,0 days 00:41:56.378387,1
296,7,3515,0 days 00:42:04.127604,1
297,10,3526,0 days 00:42:12.029198,1
298,10,3537,0 days 00:42:19.395108,1
299,8,3546,0 days 00:42:26.128386,1
300,9,3556,0 days 00:42:33.458327,1
301,8,3565,0 days 00:42:40.729024,1
302,8,3574,0 days 00:42:47.462803,1
303,9,3584,0 days 00:42:53.180233,1
304,11,3596,0 days 00:43:01.663323,1
305,17,3614,0 days 00:43:11.514432,1
306,9,3624,0 days 00:43:17.230932,1
307,16,3641,0 days 00:43:25.963622,1
308,21,3663,0 days 00:43:37.083001,1
309,9,3673,0 days 00:43:42.797625,1
310,9,3683,0 days 00:43:48.516019,1
311,10,3694,0 days 00:43:55.881595,1
312,7,3702,0 days 00:44:02.565452,1
313,12,3715,0 days 00:44:10.567688,1
314,11,3727,0 days 00:44:18.517597,1
315,8,3736,0 days 00:44:25.250981,1
316,10,3747,0 days 00:44:31.016924,1
317,9,3757,0 days 00:44:37.799550,1
318,9,3767,0 days 00:44:43.517758,1
319,6,3774,0 days 00:44:50.150959,1
320,19,3794,0 days 00:45:01.762957,1
321,7,3802,0 days 00:45:08.986061,1
322,9,3812,0 days 00:45:15.234310,1
323,9,3822,0 days 00:45:20.952272,1
324,9,3832,0 days 00:45:27.201474,1
325,10,3843,0 days 00:45:34.568835,1
326,9,3853,0 days 00:45:40.287826,1
327,10,3864,0 days 00:45:47.653254,1
328,12,3877,0 days 00:45:56.721295,1
329,8,3886,0 days 00:46:03.454393,1
330,19,3906,0 days 00:46:12.337123,1
331,9,3916,0 days 00:46:18.054263,1
332,13,3930,0 days 00:46:27.172489,1
333,12,3943,0 days 00:46:35.706169,1
334,18,3962,0 days 00:46:46.138034,1
335,9,3972,0 days 00:46:52.923328,1
336,8,3981,0 days 00:46:59.656481,1
337,19,4001,0 days 00:47:08.539093,1
338,16,4018,0 days 00:47:17.273162,1
339,23,4042,0 days 00:47:28.491817,1
340,7,4050,0 days 00:47:35.803743,1
341,9,4060,0 days 00:47:42.057106,1
342,9,4070,0 days 00:47:49.376494,1
343,9,4080,0 days 00:47:56.159063,1
344,11,4092,0 days 00:48:03.575378,1
345,10,4103,0 days 00:48:09.341160,1
346,12,4116,0 days 00:48:17.342000,1
347,9,4126,0 days 00:48:23.592826,1
348,7,4134,0 days 00:48:30.810721,1
349,10,4145,0 days 00:48:37.643150,1
350,10,4156,0 days 00:48:45.543708,1
351,23,4180,0 days 00:48:55.695817,1
352,7,4188,0 days 00:49:02.377337,1
353,11,4200,0 days 00:49:09.795387,1
354,4,4205,0 days 00:49:16.327642,1
355,11,4217,0 days 00:49:23.211777,1
356,10,4228,0 days 00:49:30.579733,1
357,19,4248,0 days 00:49:42.129333,1
358,11,4260,0 days 00:49:47.947191,1
359,9,4270,0 days 00:49:54.196407,1
360,14,4285,0 days 00:50:02.965426,1
361,10,4296,0 days 00:50:11.930039,1
362,10,4307,0 days 00:50:19.297322,1
363,5,4313,0 days 00:50:26.415428,1
364,14,4328,0 days 00:50:34.515743,1
365,14,4343,0 days 00:50:43.148135,1
366,6,4350,0 days 00:50:49.782518,1
367,9,4360,0 days 00:50:56.565715,1
368,27,4388,0 days 00:51:05.849589,1
369,7,4396,0 days 00:51:13.599758,1
370,6,4403,0 days 00:51:20.233009,1
371,9,4413,0 days 00:51:25.951090,1
372,10,4424,0 days 00:51:33.316109,1
373,6,4431,0 days 00:51:39.951248,1
374,10,4442,0 days 00:51:47.318276,1
375,8,4451,0 days 00:51:54.050256,1
376,9,4461,0 days 00:52:00.300901,1
377,9,4471,0 days 00:52:06.018735,1
378,9,4481,0 days 00:52:12.802564,1
379,7,4489,0 days 00:52:20.018785,1
380,9,4499,0 days 00:52:26.984326,1
381,11,4511,0 days 00:52:35.469382,1
382,16,4528,0 days 00:52:46.336162,1
383,8,4537,0 days 00:52:54.669283,1
384,6,4544,0 days 00:53:01.303959,1
385,5,4550,0 days 00:53:07.886794,1
386,9,4560,0 days 00:53:14.137610,1
387,20,4581,0 days 00:53:25.204880,1
388,10,4592,0 days 00:53:33.104716,1
389,9,4602,0 days 00:53:39.354746,1
390,7,4610,0 days 00:53:46.038971,1
391,7,4618,0 days 00:53:52.721515,1
392,9,4628,0 days 00:53:58.438750,1
393,9,4638,0 days 00:54:05.222336,1
394,9,4648,0 days 00:54:12.539442,1
395,8,4657,0 days 00:54:18.208751,1
396,6,4664,0 days 00:54:24.841459,1
397,10,4675,0 days 00:54:32.741360,1
398,11,4687,0 days 00:54:40.690270,1
399,14,4702,0 days 00:54:49.326268,1
400,10,4713,0 days 00:54:58.504158,1
401,4,4718,0 days 00:55:05.042158,1
402,11,4730,0 days 00:55:12.459386,1
403,12,4743,0 days 00:55:21.525525,1
404,9,4753,0 days 00:55:27.243460,1
405,13,4767,0 days 00:55:35.293724,1
406,22,4790,0 days 00:55:44.861391,1
407,6,4797,0 days 00:55:52.026444,1
408,9,4807,0 days 00:55:59.343404,1
409,6,4814,0 days 00:56:05.978055,1
410,8,4823,0 days 00:56:13.243905,1
411,9,4833,0 days 00:56:18.962877,1
412,9,4843,0 days 00:56:24.677620,1
413,9,4853,0 days 00:56:30.395258,1
414,11,4865,0 days 00:56:37.812139,1
415,7,4873,0 days 00:56:44.495150,1
416,9,4883,0 days 00:56:50.214067,1
417,14,4898,0 days 00:56:58.846004,1
418,8,4907,0 days 00:57:05.579614,1
419,11,4919,0 days 00:57:11.931374,1
420,11,4931,0 days 00:57:20.128165,1
421,7,4939,0 days 00:57:26.815886,1
422,9,4949,0 days 00:57:33.064797,1
423,9,4959,0 days 00:57:39.314272,1
424,19,4979,0 days 00:57:49.800480,1
425,17,4997,0 days 00:57:59.114817,1
426,10,5008,0 days 00:58:06.483105,1
427,8,5017,0 days 00:58:13.217112,1
428,9,5027,0 days 00:58:20.001009,1
429,12,5040,0 days 00:58:27.467323,1
430,12,5053,0 days 00:58:35.467935,1
431,6,5060,0 days 00:58:42.100887,1
432,9,5070,0 days 00:58:47.818347,1
433,11,5082,0 days 00:58:55.768111,1
434,8,5091,0 days 00:59:01.435779,1
435,9,5101,0 days 00:59:07.151362,1
436,9,5111,0 days 00:59:13.401960,1
437,10,5122,0 days 00:59:20.235231,1
438,7,5130,0 days 00:59:27.985074,1
439,7,5138,0 days 00:59:34.668694,1
440,9,5148,0 days 00:59:41.751019,1
441,7,5156,0 days 00:59:48.969827,1
442,10,5167,0 days 00:59:54.737294,1
443,7,5175,0 days 01:00:01.421351,1
444,37,5213,0 days 01:00:18.672149,1
445,10,5224,0 days 01:00:24.438032,1
446,9,5234,0 days 01:00:30.687628,1
447,21,5256,0 days 01:00:39.672308,1
448,16,5273,0 days 01:00:48.407141,1
449,8,5282,0 days 01:00:55.672348,1
450,11,5294,0 days 01:01:03.624379,1
451,5,5300,0 days 01:01:10.207330,1
452,8,5309,0 days 01:01:16.939954,1
453,10,5320,0 days 01:01:24.307006,1
454,14,5335,0 days 01:01:32.942134,1
455,20,5356,0 days 01:01:44.008615,1
456,9,5366,0 days 01:01:50.258067,1
457,10,5377,0 days 01:01:56.025906,1
458,9,5387,0 days 01:02:03.342796,1
459,10,5398,0 days 01:02:10.709219,1
460,11,5410,0 days 01:02:18.472191,1
461,7,5418,0 days 01:02:25.158760,1
462,10,5429,0 days 01:02:31.993868,1
463,13,5443,0 days 01:02:41.109639,1
464,5,5449,0 days 01:02:48.228274,1
465,8,5458,0 days 01:02:55.494199,1
466,12,5471,0 days 01:03:03.495931,1
467,13,5485,0 days 01:03:11.544112,1
468,6,5492,0 days 01:03:19.244445,1
469,11,5504,0 days 01:03:28.263456,1
470,9,5514,0 days 01:03:34.513256,1
471,11,5526,0 days 01:03:42.995406,1
472,13,5540,0 days 01:03:50.513085,1
473,9,5550,0 days 01:03:57.830402,1
474,12,5563,0 days 01:04:05.830618,1
475,4,5568,0 days 01:04:12.364947,1
476,15,5584,0 days 01:04:21.582012,1
477,12,5597,0 days 01:04:29.047214,1
478,11,5609,0 days 01:04:36.464210,1
479,8,5618,0 days 01:04:43.199836,1
480,19,5638,0 days 01:04:54.049347,1
481,12,5651,0 days 01:05:03.117294,1
482,7,5659,0 days 01:05:09.799931,1
483,8,5668,0 days 01:05:15.468132,1
484,9,5678,0 days 01:05:21.716500,1
485,13,5692,0 days 01:05:29.768616,1
486,9,5702,0 days 01:05:35.485266,1
487,16,5719,0 days 01:05:44.218976,1
488,6,5726,0 days 01:05:51.384239,1
489,12,5739,0 days 01:05:59.385362,1
490,9,5749,0 days 01:06:05.101919,1
491,9,5759,0 days 01:06:10.819687,1
492,15,5775,0 days 01:06:20.035477,1
493,10,5786,0 days 01:06:28.469585,1
494,6,5793,0 days 01:06:35.104330,1
495,28,5822,0 days 01:06:47.638425,1
496,7,5830,0 days 01:06:54.319525,1
497,5,5836,0 days 01:07:00.903473,1
498,9,5846,0 days 01:07:06.620395,1
499,17,5864,0 days 01:07:14.871429,1
500,9,5874,0 days 01:07:23.364276,1
501,9,5884,0 days 01:07:30.138819,1
502,8,5893,0 days 01:07:36.873594,1
503,21,5915,0 days 01:07:47.455580,1
504,5,5921,0 days 01:07:54.038825,1
505,9,5931,0 days 01:07:59.757765,1
506,9,5941,0 days 01:08:06.540550,1
507,9,5951,0 days 01:08:13.323055,1
508,7,5959,0 days 01:08:20.008242,1
509,21,5981,0 days 01:08:29.525604,1
510,14,5996,0 days 01:08:36.559533,1
511,9,6006,0 days 01:08:42.275326,1
512,18,6025,0 days 01:08:51.108508,1
513,27,6053,0 days 01:09:02.525973,1
514,9,6063,0 days 01:09:08.243948,1
515,15,6079,0 days 01:09:17.460677,1
516,7,6087,0 days 01:09:24.675816,1
517,5,6093,0 days 01:09:31.259502,1
518,9,6103,0 days 01:09:38.042894,1
519,8,6112,0 days 01:09:44.778500,1
520,8,6121,0 days 01:09:53.080319,1
521,9,6131,0 days 01:09:58.795570,1
522,10,6142,0 days 01:10:06.696933,1
523,13,6156,0 days 01:10:13.680305,1
524,20,6177,0 days 01:10:23.678664,1
525,10,6188,0 days 01:10:30.512241,1
526,12,6201,0 days 01:10:38.513066,1
527,9,6211,0 days 01:10:44.228819,1
528,16,6228,0 days 01:10:55.097793,1
529,20,6249,0 days 01:11:05.097413,1
530,9,6259,0 days 01:11:12.413781,1
531,15,6275,0 days 01:11:22.164144,1
532,9,6285,0 days 01:11:28.948770,1
533,10,6296,0 days 01:11:36.849990,1
534,23,6320,0 days 01:11:48.065567,1
535,10,6331,0 days 01:11:55.965795,1
536,9,6341,0 days 01:12:03.282862,1
537,6,6348,0 days 01:12:09.917451,1
538,6,6355,0 days 01:12:16.550376,1
539,20,6376,0 days 01:12:27.616613,1
540,8,6385,0 days 01:12:35.414468,1
541,8,6394,0 days 01:12:42.683713,1
542,9,6404,0 days 01:12:48.401989,1
543,15,6420,0 days 01:12:54.954049,1
544,7,6428,0 days 01:13:02.168188,1
545,15,6444,0 days 01:13:11.387159,1
546,7,6452,0 days 01:13:18.068729,1
547,22,6475,0 days 01:13:28.170679,1
548,8,6484,0 days 01:13:34.902307,1
549,10,6495,0 days 01:13:42.271447,1
550,9,6505,0 days 01:13:47.988108,1
551,20,6526,0 days 01:13:57.987704,1
552,6,6533,0 days 01:14:04.621318,1
553,10,6544,0 days 01:14:10.387516,1
554,9,6554,0 days 01:14:16.104725,1
555,15,6570,0 days 01:14:25.854508,1
556,7,6578,0 days 01:14:33.606220,1
557,5,6584,0 days 01:14:40.189754,1
558,11,6596,0 days 01:14:47.607376,1
559,9,6606,0 days 01:14:53.324263,1
560,10,6617,0 days 01:15:01.813962,1
561,11,6629,0 days 01:15:07.624831,1
562,9,6639,0 days 01:15:14.940197,1
563,14,6654,0 days 01:15:24.641645,1
564,9,6664,0 days 01:15:30.358746,1
565,7,6672,0 days 01:15:37.042443,1
566,11,6684,0 days 01:15:44.992013,1
567,9,6694,0 days 01:15:50.709726,1
568,10,6705,0 days 01:15:59.141690,1
569,13,6719,0 days 01:16:09.326035,1
570,9,6729,0 days 01:16:15.042548,1
571,18,6748,0 days 01:16:23.877384,1
572,6,6755,0 days 01:16:31.042825,1
573,29,6785,0 days 01:16:42.027276,1
574,10,6796,0 days 01:16:47.795504,1
575,10,6807,0 days 01:16:55.693819,1
576,15,6823,0 days 01:17:06.512141,1
577,8,6832,0 days 01:17:14.311629,1
578,19,6852,0 days 01:17:27.462479,1
579,10,6863,0 days 01:17:34.829454,1
580,13,6877,0 days 01:17:45.656923,1
581,8,6886,0 days 01:17:52.397230,1
582,41,6928,0 days 01:18:07.181680,1
583,9,6938,0 days 01:18:12.898905,1
584,14,6953,0 days 01:18:21.530878,1
585,9,6963,0 days 01:18:27.248811,1
586,8,6972,0 days 01:18:33.983089,1
587,6,6979,0 days 01:18:40.616779,1
588,10,6990,0 days 01:18:48.516992,1
589,7,6998,0 days 01:18:55.200135,1
590,13,7012,0 days 01:19:03.782879,1
591,17,7030,0 days 01:19:12.566725,1
592,8,7039,0 days 01:19:19.301942,1
593,10,7050,0 days 01:19:26.667571,1
594,8,7059,0 days 01:19:33.934954,1
595,5,7065,0 days 01:19:40.518080,1
596,21,7087,0 days 01:19:52.702865,1
597,8,7096,0 days 01:19:59.436181,1
598,10,7107,0 days 01:20:07.335754,1
599,9,7117,0 days 01:20:15.186700,1
600,9,7127,0 days 01:20:22.716027,1
601,11,7139,0 days 01:20:30.136824,1
602,8,7148,0 days 01:20:36.871079,1
603,10,7159,0 days 01:20:43.702923,1
604,11,7171,0 days 01:20:51.653267,1
605,10,7182,0 days 01:20:57.955879,1
606,11,7194,0 days 01:21:03.771628,1
607,8,7203,0 days 01:21:10.505039,1
608,9,7213,0 days 01:21:16.222808,1
609,9,7223,0 days 01:21:21.937877,1
610,20,7244,0 days 01:21:30.872524,1
611,8,7253,0 days 01:21:38.672831,1
612,5,7259,0 days 01:21:45.257327,1
613,10,7270,0 days 01:21:51.022490,1
614,13,7284,0 days 01:21:59.073618,1
615,7,7292,0 days 01:22:05.758208,1
616,9,7302,0 days 01:22:11.474233,1
617,10,7313,0 days 01:22:18.840716,1
618,11,7325,0 days 01:22:24.657433,1
619,10,7336,0 days 01:22:30.960239,1
620,42,7379,0 days 01:22:47.635112,1
621,9,7389,0 days 01:22:54.942117,1
622,19,7409,0 days 01:23:03.294519,1
623,10,7420,0 days 01:23:10.126471,1
624,8,7429,0 days 01:23:16.860761,1
625,18,7448,0 days 01:23:27.827178,1
626,9,7458,0 days 01:23:35.142960,1
627,9,7468,0 days 01:23:41.927645,1
628,9,7478,0 days 01:23:47.644627,1
629,10,7489,0 days 01:23:55.012663,1
630,8,7498,0 days 01:24:00.679957,1
631,13,7512,0 days 01:24:09.261424,1
632,10,7523,0 days 01:24:16.629832,1
633,19,7543,0 days 01:24:23.381076,1
634,18,7562,0 days 01:24:33.280700,1
635,9,7572,0 days 01:24:39.529476,1
636,20,7593,0 days 01:24:46.330998,1
