epoch,epoch_steps,tot_steps,tot_run_time,epsilon
0,364,365,0 days 00:13:17.242592000,9.588485150449733e-06
1,58,424,0 days 00:14:06.131216000,9.523574861919013e-06
2,439,864,0 days 00:20:17.455987000,9.0531559164845e-06
3,46,911,0 days 00:20:56.190395000,9.004300909376632e-06
