epoch,epoch_steps,tot_steps,tot_run_time,epsilon
190,3,2396,0 days 01:03:25.704699000,1
191,16,2413,0 days 01:03:54.867722000,1
192,13,2427,0 days 01:04:18.547888000,1
193,8,2436,0 days 01:04:35.222105000,1
194,14,2451,0 days 01:04:57.685776000,1
195,8,2460,0 days 01:05:14.559223000,1
196,14,2475,0 days 01:05:35.840247000,1
197,14,2490,0 days 01:05:59.849346000,1
198,5,2496,0 days 01:06:11.656927000,1
199,19,2516,0 days 01:06:43.161696000,1
200,10,2527,0 days 01:07:10.132307000,1
201,3,2531,0 days 01:07:21.065385000,1
202,3,2535,0 days 01:07:33.002759000,1
203,7,2543,0 days 01:07:47.616806000,1
204,6,2550,0 days 01:08:01.579477000,1
205,7,2558,0 days 01:08:15.110079000,1
206,3,2562,0 days 01:08:27.296431000,1
207,5,2568,0 days 01:08:38.506472000,1
208,4,2573,0 days 01:08:49.971341000,1
209,4,2578,0 days 01:09:02.732031000,1
210,7,2586,0 days 01:09:17.466909000,1
211,6,2593,0 days 01:09:31.107302000,1
212,4,2598,0 days 01:09:43.570057000,1
213,4,2603,0 days 01:09:56.741855000,1
214,3,2607,0 days 01:10:08.939040000,1
215,7,2615,0 days 01:10:23.001458000,1
216,4,2620,0 days 01:10:35.275220000,1
217,17,2638,0 days 01:11:10.759618000,1
218,8,2647,0 days 01:11:30.616001000,1
219,4,2652,0 days 01:11:43.360754000,1
220,3,2656,0 days 01:12:01.308934000,1
221,4,2661,0 days 01:12:13.560514000,1
222,3,2665,0 days 01:12:25.218282000,1
223,6,2672,0 days 01:12:37.589717000,1
224,24,2697,0 days 01:13:26.117420000,1
225,13,2711,0 days 01:13:50.797472000,1
226,3,2715,0 days 01:14:02.144590000,1
227,3,2719,0 days 01:14:14.271184000,1
228,5,2725,0 days 01:14:28.326311000,1
229,3,2729,0 days 01:14:39.632443000,1
230,4,2734,0 days 01:14:51.945694000,1
231,3,2738,0 days 01:15:03.696389000,1
232,4,2743,0 days 01:15:14.527495000,1
233,3,2747,0 days 01:15:27.143462000,1
234,6,2754,0 days 01:15:39.653698000,1
235,5,2760,0 days 01:15:54.017576000,1
236,3,2764,0 days 01:16:05.743642000,1
237,3,2768,0 days 01:16:17.326207000,1
238,4,2773,0 days 01:16:29.176503000,1
239,3,2777,0 days 01:16:40.662293000,1
240,11,2789,0 days 01:17:07.129368000,1
241,5,2795,0 days 01:17:18.667357000,1
242,3,2799,0 days 01:17:30.393380000,1
243,7,2807,0 days 01:17:43.956996000,1
244,3,2811,0 days 01:17:55.470564000,1
245,3,2815,0 days 01:18:07.460607000,1
246,21,2837,0 days 01:18:46.022992000,1
247,3,2841,0 days 01:18:57.789188000,1
248,6,2848,0 days 01:19:12.127142000,1
249,3,2852,0 days 01:19:23.156145000,1
250,3,2856,0 days 01:19:35.375065000,1
251,7,2864,0 days 01:19:49.626595000,1
252,3,2868,0 days 01:20:01.211181000,1
253,3,2872,0 days 01:20:12.814860000,1
254,3,2876,0 days 01:20:24.473037000,1
255,9,2886,0 days 01:20:42.267899000,1
256,4,2891,0 days 01:20:53.830557000,1
257,8,2900,0 days 01:21:10.645638000,1
258,9,2910,0 days 01:21:28.748090000,1
259,4,2915,0 days 01:21:40.488340000,1
260,7,2923,0 days 01:21:59.512492000,1
261,4,2928,0 days 01:22:12.587925000,1
262,9,2938,0 days 01:22:30.294364000,1
263,4,2943,0 days 01:22:41.785030000,1
264,9,2953,0 days 01:22:59.031849000,1
265,3,2957,0 days 01:23:10.595013000,1
266,9,2967,0 days 01:23:27.850880000,1
267,3,2971,0 days 01:23:39.344708000,1
268,3,2975,0 days 01:23:51.082041000,1
269,4,2980,0 days 01:24:02.741497000,1
270,9,2990,0 days 01:24:19.728898000,1
271,9,3000,0 days 01:24:36.364159000,1
272,8,3009,0 days 01:24:53.309255000,1
273,14,3024,0 days 01:25:14.258717000,1
274,14,3039,0 days 01:25:36.354306000,1
275,9,3049,0 days 01:25:53.511528000,1
276,9,3059,0 days 01:26:10.318424000,1
277,9,3069,0 days 01:26:26.968174000,1
278,14,3084,0 days 01:26:49.018769000,1
279,9,3094,0 days 01:27:06.023937000,1
280,14,3109,0 days 01:27:33.491396000,1
281,9,3119,0 days 01:27:49.716314000,1
282,13,3133,0 days 01:28:13.029625000,1
283,4,3138,0 days 01:28:24.745568000,1
284,3,3142,0 days 01:28:36.003737000,1
285,3,3146,0 days 01:28:47.523838000,1
286,21,3168,0 days 01:29:21.363896000,1
287,12,3181,0 days 01:29:45.124384000,1
288,3,3185,0 days 01:29:56.087438000,1
289,7,3193,0 days 01:30:08.764768000,1
290,20,3214,0 days 01:30:44.871271000,1
291,9,3224,0 days 01:31:01.599744000,1
292,8,3233,0 days 01:31:18.011215000,1
293,20,3254,0 days 01:31:54.061189000,1
294,12,3267,0 days 01:32:17.815099000,1
295,12,3280,0 days 01:32:41.054955000,1
296,3,3284,0 days 01:32:52.604052000,1
297,9,3294,0 days 01:33:09.963168000,1
298,3,3298,0 days 01:33:21.034172000,1
299,11,3310,0 days 01:33:39.670780000,1
300,4,3315,0 days 01:33:58.705991000,1
301,11,3327,0 days 01:34:16.978286000,1
302,23,3351,0 days 01:34:52.171612000,1
303,3,3355,0 days 01:35:03.241655000,1
304,3,3359,0 days 01:35:15.075572000,1
305,9,3369,0 days 01:35:32.144560000,1
306,3,3373,0 days 01:35:44.108783000,1
307,4,3378,0 days 01:35:55.553767000,1
308,3,3382,0 days 01:36:06.809740000,1
309,11,3394,0 days 01:36:24.492282000,1
310,3,3398,0 days 01:36:36.060480000,1
311,15,3414,0 days 01:37:00.119181000,1
312,17,3432,0 days 01:37:29.349273000,1
313,11,3444,0 days 01:37:47.204268000,1
314,12,3457,0 days 01:38:11.852320000,1
315,12,3470,0 days 01:38:36.120662000,1
316,7,3478,0 days 01:38:49.215519000,1
317,11,3490,0 days 01:39:07.618776000,1
318,8,3499,0 days 01:39:24.827622000,1
319,10,3510,0 days 01:39:45.262838000,1
320,3,3514,0 days 01:40:02.728937000,1
321,5,3520,0 days 01:40:15.768841000,1
322,9,3530,0 days 01:40:36.685086000,1
323,11,3542,0 days 01:40:54.868828000,1
324,20,3563,0 days 01:41:32.634461000,1
325,4,3568,0 days 01:41:44.127421000,1
326,3,3572,0 days 01:41:55.419208000,1
327,4,3577,0 days 01:42:07.146444000,1
328,4,3582,0 days 01:42:19.404009000,1
329,3,3586,0 days 01:42:31.530027000,1
330,3,3590,0 days 01:42:42.635280000,1
331,4,3595,0 days 01:42:53.705495000,1
332,3,3599,0 days 01:43:05.116824000,1
333,9,3609,0 days 01:43:21.427576000,1
334,3,3613,0 days 01:43:33.002859000,1
335,23,3637,0 days 01:44:10.092929000,1
336,9,3647,0 days 01:44:27.189615000,1
337,5,3653,0 days 01:44:39.048344000,1
338,9,3663,0 days 01:44:56.008518000,1
339,9,3673,0 days 01:45:13.348780000,1
340,12,3686,0 days 01:45:41.856711000,1
341,5,3692,0 days 01:45:53.515152000,1
342,3,3696,0 days 01:46:05.454386000,1
343,9,3706,0 days 01:46:21.869133000,1
344,4,3711,0 days 01:46:33.407744000,1
345,3,3715,0 days 01:46:44.409668000,1
346,8,3724,0 days 01:47:02.353419000,1
347,5,3730,0 days 01:47:13.969112000,1
348,16,3747,0 days 01:47:45.821798000,1
349,4,3752,0 days 01:47:57.584311000,1
350,3,3756,0 days 01:48:09.481750000,1
351,9,3766,0 days 01:48:26.390628000,1
352,3,3770,0 days 01:48:37.731492000,1
353,15,3786,0 days 01:49:03.714762000,1
354,4,3791,0 days 01:49:16.040274000,1
355,9,3801,0 days 01:49:36.963955000,1
356,4,3806,0 days 01:49:50.457047000,1
357,3,3810,0 days 01:50:01.776206000,1
358,4,3815,0 days 01:50:13.669945000,1
359,10,3826,0 days 01:50:35.624402000,1
360,3,3830,0 days 01:50:53.509517000,1
361,3,3834,0 days 01:51:05.369983000,1
362,3,3838,0 days 01:51:17.393290000,1
363,3,3842,0 days 01:51:28.170066000,1
364,3,3846,0 days 01:51:40.001013000,1
365,30,3877,0 days 01:52:36.351610000,1
366,3,3881,0 days 01:52:48.156405000,1
367,5,3887,0 days 01:53:00.124233000,1
368,4,3892,0 days 01:53:12.025672000,1
369,21,3914,0 days 01:53:51.044639000,1
370,3,3918,0 days 01:54:02.672616000,1
371,3,3922,0 days 01:54:14.349371000,1
372,3,3926,0 days 01:54:26.350783000,1
373,3,3930,0 days 01:54:37.441552000,1
374,4,3935,0 days 01:54:49.677924000,1
375,33,3969,0 days 01:55:48.926401000,1
376,4,3974,0 days 01:56:00.814177000,1
377,11,3986,0 days 01:56:20.819746000,1
378,3,3990,0 days 01:56:32.997256000,1
379,10,4001,0 days 01:56:51.187083000,1
380,16,4018,0 days 01:57:29.347827000,1
381,4,4023,0 days 01:57:41.395561000,1
382,14,4038,0 days 01:58:03.384075000,1
383,14,4053,0 days 01:58:24.981656000,1
384,7,4061,0 days 01:58:37.379514000,1
385,17,4079,0 days 01:59:05.887014000,1
386,12,4092,0 days 01:59:28.563962000,1
387,10,4103,0 days 01:59:45.765465000,1
388,9,4113,0 days 02:00:02.343439000,1
389,9,4123,0 days 02:00:19.723792000,1
390,10,4134,0 days 02:00:38.024648000,1
391,14,4149,0 days 02:01:03.263641000,1
392,7,4157,0 days 02:01:15.729374000,1
393,14,4172,0 days 02:01:39.576720000,1
394,9,4182,0 days 02:01:56.906473000,1
395,13,4196,0 days 02:02:21.718505000,1
396,9,4206,0 days 02:02:38.837134000,1
397,17,4224,0 days 02:03:09.873937000,1
398,27,4252,0 days 02:03:55.774636000,1
399,15,4268,0 days 02:04:20.027258000,1
400,4,4273,0 days 02:04:37.865104000,1
401,5,4279,0 days 02:04:49.675598000,1
402,24,4304,0 days 02:05:30.846098000,1
403,18,4323,0 days 02:06:01.336319000,1
404,10,4334,0 days 02:06:17.802680000,1
405,4,4339,0 days 02:06:29.364837000,1
406,4,4344,0 days 02:06:40.866632000,1
407,10,4355,0 days 02:06:58.734417000,1
408,6,4362,0 days 02:07:10.745510000,1
409,3,4366,0 days 02:07:21.661929000,1
410,9,4376,0 days 02:07:39.338427000,1
411,14,4391,0 days 02:08:05.377731000,1
412,9,4401,0 days 02:08:22.803931000,1
413,10,4412,0 days 02:08:43.280435000,1
414,9,4422,0 days 02:09:00.413785000,1
415,16,4439,0 days 02:09:29.944983000,1
416,9,4449,0 days 02:09:47.002163000,1
417,14,4464,0 days 02:10:09.546469000,1
418,9,4474,0 days 02:10:27.081455000,1
419,9,4484,0 days 02:10:44.052041000,1
420,3,4488,0 days 02:11:03.989477000,1
421,14,4503,0 days 02:11:26.746190000,1
422,17,4521,0 days 02:11:55.365427000,1
423,9,4531,0 days 02:12:12.603944000,1
424,9,4541,0 days 02:12:29.364099000,1
425,19,4561,0 days 02:12:59.532862000,1
426,9,4571,0 days 02:13:16.971185000,1
427,14,4586,0 days 02:13:39.541847000,1
428,14,4601,0 days 02:14:01.967831000,1
429,3,4605,0 days 02:14:13.826685000,1
430,9,4615,0 days 02:14:31.449265000,1
431,9,4625,0 days 02:14:48.758794000,1
432,10,4636,0 days 02:15:06.174897000,1
433,5,4642,0 days 02:15:18.111280000,1
434,10,4653,0 days 02:15:36.380335000,1
435,10,4664,0 days 02:15:54.597700000,1
436,3,4668,0 days 02:16:05.779078000,1
437,3,4672,0 days 02:16:17.158804000,1
438,9,4682,0 days 02:16:35.131162000,1
439,4,4687,0 days 02:16:46.749071000,1
440,9,4697,0 days 02:17:10.730395000,1
441,4,4702,0 days 02:17:22.461042000,1
442,3,4706,0 days 02:17:34.471398000,1
443,9,4716,0 days 02:17:52.787040000,1
444,3,4720,0 days 02:18:04.351021000,1
445,3,4724,0 days 02:18:15.393703000,1
446,9,4734,0 days 02:18:32.273448000,1
447,9,4744,0 days 02:18:49.362182000,1
448,21,4766,0 days 02:19:27.125549000,1
449,10,4777,0 days 02:19:44.663871000,1
450,14,4792,0 days 02:20:06.912814000,1
451,14,4807,0 days 02:20:30.081750000,1
452,14,4822,0 days 02:20:52.898635000,1
453,8,4831,0 days 02:21:10.053635000,1
454,9,4841,0 days 02:21:27.878751000,1
455,14,4856,0 days 02:21:52.652556000,1
456,9,4866,0 days 02:22:09.764586000,1
457,14,4881,0 days 02:22:32.276432000,1
458,9,4891,0 days 02:22:50.035960000,1
459,15,4907,0 days 02:23:14.221016000,1
460,3,4911,0 days 02:23:34.049688000,1
461,9,4921,0 days 02:23:51.491670000,1
462,11,4933,0 days 02:24:09.775125000,1
463,14,4948,0 days 02:24:33.637224000,1
464,15,4964,0 days 02:24:56.656096000,1
465,22,4987,0 days 02:25:33.929469000,1
466,18,5006,0 days 02:26:05.023907000,1
467,9,5016,0 days 02:26:22.051043000,1
468,5,5022,0 days 02:26:33.831178000,1
469,25,5048,0 days 02:27:14.773828000,1
470,14,5063,0 days 02:27:37.392228000,1
471,21,5085,0 days 02:28:14.319797000,1
472,17,5103,0 days 02:28:44.238500000,1
473,9,5113,0 days 02:29:01.370944000,1
474,9,5123,0 days 02:29:19.488054000,1
475,10,5134,0 days 02:29:37.486514000,1
476,4,5139,0 days 02:29:49.305689000,1
477,13,5153,0 days 02:30:14.556878000,1
478,3,5157,0 days 02:30:26.399963000,1
479,14,5172,0 days 02:30:51.366150000,1
480,4,5177,0 days 02:31:10.180174000,1
481,9,5187,0 days 02:31:27.792477000,1
482,4,5192,0 days 02:31:39.993896000,1
483,12,5205,0 days 02:32:03.888740000,1
484,9,5215,0 days 02:32:21.714273000,1
485,6,5222,0 days 02:32:34.151164000,1
486,7,5230,0 days 02:32:46.673728000,1
487,4,5235,0 days 02:32:58.401313000,1
488,16,5252,0 days 02:33:30.564534000,1
489,11,5264,0 days 02:33:49.031273000,1
490,8,5273,0 days 02:34:06.901214000,1
491,8,5282,0 days 02:34:24.639668000,1
492,8,5291,0 days 02:34:42.911425000,1
493,8,5300,0 days 02:35:00.474664000,1
494,4,5305,0 days 02:35:12.591861000,1
495,10,5316,0 days 02:35:31.487251000,1
496,8,5325,0 days 02:35:49.191989000,1
497,9,5335,0 days 02:36:07.215120000,1
498,4,5340,0 days 02:36:19.322209000,1
499,12,5353,0 days 02:36:44.298788000,1
500,8,5362,0 days 02:37:10.653143000,1
501,8,5371,0 days 02:37:27.664153000,1
502,9,5381,0 days 02:37:45.501016000,1
503,8,5390,0 days 02:38:02.684571000,1
504,21,5412,0 days 02:38:38.567493000,1
505,3,5416,0 days 02:38:50.274531000,1
506,17,5434,0 days 02:39:21.197513000,1
507,8,5443,0 days 02:39:39.280072000,1
508,9,5453,0 days 02:39:56.402698000,1
509,14,5468,0 days 02:40:19.177179000,1
510,14,5483,0 days 02:40:41.600097000,1
511,14,5498,0 days 02:41:04.920661000,1
512,9,5508,0 days 02:41:22.578496000,1
513,9,5518,0 days 02:41:40.114392000,1
514,16,5535,0 days 02:42:08.911516000,1
515,14,5550,0 days 02:42:31.255379000,1
516,14,5565,0 days 02:42:54.112102000,1
517,14,5580,0 days 02:43:17.344349000,1
518,11,5592,0 days 02:43:35.725541000,1
519,9,5602,0 days 02:43:53.193909000,1
520,14,5617,0 days 02:44:23.925157000,1
521,8,5626,0 days 02:44:41.626751000,1
522,14,5641,0 days 02:45:03.850159000,1
523,8,5650,0 days 02:45:21.156754000,1
524,8,5659,0 days 02:45:38.317485000,1
525,14,5674,0 days 02:46:01.370865000,1
526,14,5689,0 days 02:46:23.413310000,1
527,18,5708,0 days 02:46:53.642907000,1
528,14,5723,0 days 02:47:16.119496000,1
529,14,5738,0 days 02:47:38.740580000,1
530,14,5753,0 days 02:48:01.899890000,1
531,14,5768,0 days 02:48:24.465062000,1
532,9,5778,0 days 02:48:42.052755000,1
533,16,5795,0 days 02:49:10.711910000,1
534,14,5810,0 days 02:49:33.944751000,1
535,14,5825,0 days 02:49:57.222533000,1
536,8,5834,0 days 02:50:14.332760000,1
537,9,5844,0 days 02:50:31.723042000,1
538,14,5859,0 days 02:50:54.194894000,1
539,14,5874,0 days 02:51:16.967053000,1
540,14,5889,0 days 02:51:47.996759000,1
541,9,5899,0 days 02:52:05.923088000,1
542,14,5914,0 days 02:52:28.792771000,1
543,9,5924,0 days 02:52:45.778519000,1
544,8,5933,0 days 02:53:03.379580000,1
545,4,5938,0 days 02:53:15.111377000,1
546,13,5952,0 days 02:53:39.687393000,1
547,9,5962,0 days 02:53:57.449479000,1
548,5,5968,0 days 02:54:09.486841000,1
549,8,5977,0 days 02:54:26.721349000,1
550,14,5992,0 days 02:54:49.484413000,1
551,8,6001,0 days 02:55:07.026871000,1
552,17,6019,0 days 02:55:37.287893000,1
553,10,6030,0 days 02:55:55.375070000,1
554,12,6043,0 days 02:56:19.476900000,1
555,8,6052,0 days 02:56:36.960331000,1
556,8,6061,0 days 02:56:54.304861000,1
557,7,6069,0 days 02:57:06.535753000,1
558,8,6078,0 days 02:57:24.172627000,1
559,3,6082,0 days 02:57:35.922777000,1
560,13,6096,0 days 02:58:06.855698000,1
561,16,6113,0 days 02:58:36.708012000,1
562,11,6125,0 days 02:58:56.716756000,1
563,24,6150,0 days 02:59:41.874110000,1
564,11,6162,0 days 03:00:00.102399000,1
565,8,6171,0 days 03:00:17.721745000,1
566,4,6176,0 days 03:00:29.035569000,1
567,11,6188,0 days 03:00:48.127125000,1
568,3,6192,0 days 03:00:59.683584000,1
569,5,6198,0 days 03:01:11.622698000,1
570,3,6202,0 days 03:01:23.369534000,1
571,8,6211,0 days 03:01:41.752293000,1
572,4,6216,0 days 03:01:53.501105000,1
573,19,6236,0 days 03:02:24.744751000,1
574,13,6250,0 days 03:02:48.892041000,1
575,16,6267,0 days 03:03:20.949786000,1
576,9,6277,0 days 03:03:38.147801000,1
577,9,6287,0 days 03:03:55.739798000,1
578,4,6292,0 days 03:04:07.403851000,1
579,14,6307,0 days 03:04:31.258603000,1
580,4,6312,0 days 03:04:50.678927000,1
581,10,6323,0 days 03:05:07.873317000,1
582,16,6340,0 days 03:05:36.967098000,1
583,9,6350,0 days 03:05:53.890745000,1
584,6,6357,0 days 03:06:06.307916000,1
585,10,6368,0 days 03:06:24.556752000,1
586,9,6378,0 days 03:06:41.446929000,1
587,19,6398,0 days 03:07:11.687243000,1
588,9,6408,0 days 03:07:28.821804000,1
589,15,6424,0 days 03:07:52.071751000,1
590,9,6434,0 days 03:08:09.224868000,1
591,9,6444,0 days 03:08:26.690246000,1
592,8,6453,0 days 03:08:43.885004000,1
593,14,6468,0 days 03:09:06.464050000,1
594,14,6483,0 days 03:09:29.700691000,1
595,18,6502,0 days 03:09:59.311780000,1
596,24,6527,0 days 03:10:42.040850000,1
597,14,6542,0 days 03:11:05.749557000,1
598,14,6557,0 days 03:11:28.893245000,1
599,14,6572,0 days 03:11:51.703881000,1
600,24,6597,0 days 03:12:43.995933000,1
601,9,6607,0 days 03:13:01.022085000,1
602,14,6622,0 days 03:13:23.261605000,1
603,20,6643,0 days 03:13:58.360858000,1
604,9,6653,0 days 03:14:15.736982000,1
605,10,6664,0 days 03:14:32.896513000,1
606,8,6673,0 days 03:14:50.234301000,1
