epoch,epoch_steps,epoch_rewards,epoch_time,epoch_avg_q,total_steps,epsilon,beta,memory_len,total_run_time,dueling,noisy_net
0,8,-0.51,0 days 00:00:04.082688,0.009809019,9,1,0.4,9,0 days 00:00:17.970989,True,True
1,7,-0.61,0 days 00:00:02.098747,0.03171833,17,1,0.4,17,0 days 00:00:23.738381,True,True
2,6,-0.71,0 days 00:00:02.614427,0.019757599,24,1,0.4,24,0 days 00:00:30.004575,True,True
3,11,-0.21000000000000008,0 days 00:00:02.864895,0.013276838,36,1,0.4,36,0 days 00:00:36.521456,True,True
4,6,-0.71,0 days 00:00:03.184239,0.02419822,43,1,0.4,43,0 days 00:00:43.356343,True,True
5,6,-0.71,0 days 00:00:02.616779,0.031422835,50,1,0.4,50,0 days 00:00:49.622233,True,True
6,7,-0.61,0 days 00:00:03.232605,0.03237169,58,1,0.4,58,0 days 00:00:56.505869,True,True
7,7,-0.61,0 days 00:00:03.799406,0.025436161,66,1,0.4,66,0 days 00:01:03.956564,True,True
8,6,-0.71,0 days 00:00:03.183002,0.027467262,73,1,0.4,73,0 days 00:01:10.790135,True,True
9,9,-0.41000000000000003,0 days 00:00:02.198849,0.013381034,83,1,0.4,83,0 days 00:01:16.640023,True,True
10,6,-0.71,0 days 00:00:02.615228,0.045544084,90,1,0.4,90,0 days 00:01:22.906643,True,True
11,7,-0.61,0 days 00:00:03.232111,0.036423456,98,1,0.4,98,0 days 00:01:29.790303,True,True
12,6,-0.71,0 days 00:00:02.050487,0.0013474516,105,1,0.4,105,0 days 00:01:35.491137,True,True
13,8,-0.51,0 days 00:00:02.149515,0.021588761,114,1,0.4,114,0 days 00:01:41.291184,True,True
14,6,-0.71,0 days 00:00:02.048691,0.014069812,121,1,0.4,121,0 days 00:01:46.991718,True,True
15,45,3.1900000000000013,0 days 00:00:11.934800,0.017173957,167,1,0.4,167,0 days 00:02:02.577231,True,True
16,7,-0.61,0 days 00:00:02.099422,0.019205954,175,1,0.4,175,0 days 00:02:08.325164,True,True
17,8,-0.51,0 days 00:00:03.849306,0.015155339,184,1,0.4,184,0 days 00:02:15.825784,True,True
18,6,-0.71,0 days 00:00:02.049795,0.013958021,191,1,0.4,191,0 days 00:02:21.526866,True,True
19,6,-0.71,0 days 00:00:02.048692,0.039327316,198,1,0.4,198,0 days 00:02:27.226404,True,True
20,6,-0.71,0 days 00:00:02.049886,0.005826241,205,1,0.4,205,0 days 00:02:32.926452,True,True
21,6,-0.71,0 days 00:00:02.049796,0.025640722,212,1,0.4,212,0 days 00:02:38.627301,True,True
22,6,-0.71,0 days 00:00:02.048344,0.015838504,219,1,0.4,219,0 days 00:02:44.326655,True,True
23,5,-0.8099999999999999,0 days 00:00:02.066042,0.009708479,225,1,0.4,225,0 days 00:02:50.044366,True,True
24,8,-0.51,0 days 00:00:02.148658,0.0034763117,234,1,0.4,234,0 days 00:02:55.845061,True,True
25,7,-0.61,0 days 00:00:02.098074,0.019452104,242,1,0.4,242,0 days 00:03:01.594336,True,True
26,6,-0.71,0 days 00:00:02.614826,0.044704318,249,1,0.4,249,0 days 00:03:07.861055,True,True
27,6,-0.71,0 days 00:00:02.050324,0.023034504,256,1,0.4,256,0 days 00:03:13.561827,True,True
28,16,0.29000000000000004,0 days 00:00:05.949971,0.025641007,273,1,0.4,273,0 days 00:03:23.162351,True,True
29,9,-0.41000000000000003,0 days 00:00:03.900586,0.016754214,283,1,0.4,283,0 days 00:03:30.712481,True,True
30,10,-0.31000000000000005,0 days 00:00:02.248614,0.027540935,294,1,0.4,294,0 days 00:03:36.612679,True,True
31,5,-0.8099999999999999,0 days 00:00:03.131317,0.024708942,300,1,0.4,300,0 days 00:03:43.395435,True,True
32,9,-0.41000000000000003,0 days 00:00:02.199855,0.03476878,310,1,0.4,310,0 days 00:03:49.246558,True,True
33,6,-0.71,0 days 00:00:02.049378,-0.006668113,317,1,0.4,317,0 days 00:03:54.946406,True,True
34,18,0.4900000000000002,0 days 00:00:03.215917,0.03715362,336,1,0.4,336,0 days 00:04:01.814148,True,True
35,6,-0.71,0 days 00:00:02.048667,0.025944175,343,1,0.4,343,0 days 00:04:07.513580,True,True
36,8,-0.51,0 days 00:00:02.148190,0.023560382,352,1,0.4,352,0 days 00:04:13.313449,True,True
37,6,-0.71,0 days 00:00:02.049260,0.0012576561,359,1,0.4,359,0 days 00:04:19.014330,True,True
38,11,-0.21000000000000008,0 days 00:00:03.999444,0.015126244,371,1,0.4,371,0 days 00:04:26.664392,True,True
39,28,1.490000000000001,0 days 00:00:05.416274,0.0126310205,400,1,0.4,400,0 days 00:04:35.732585,True,True
40,6,-0.71,0 days 00:00:02.615491,0.0130079435,407,1,0.4,407,0 days 00:04:41.998044,True,True
41,8,-0.51,0 days 00:00:02.149208,0.014254277,416,1,0.4,416,0 days 00:04:47.799026,True,True
42,9,-0.41000000000000003,0 days 00:00:03.898672,0.026588026,426,1,0.4,426,0 days 00:04:55.348267,True,True
43,6,-0.71,0 days 00:00:02.616039,0.0118126655,433,1,0.4,433,0 days 00:05:01.616101,True,True
44,13,-0.01000000000000012,0 days 00:00:05.798657,0.031804375,447,1,0.4,447,0 days 00:05:11.065850,True,True
45,6,-0.71,0 days 00:00:02.048601,0.0039883093,454,1,0.4,454,0 days 00:05:16.766435,True,True
46,6,-0.71,0 days 00:00:02.048782,0.023601497,461,1,0.4,461,0 days 00:05:22.467290,True,True
47,6,-0.71,0 days 00:00:02.049976,0.0451595,468,1,0.4,468,0 days 00:05:28.167531,True,True
48,6,-0.71,0 days 00:00:02.049290,-0.0024801877,475,1,0.4,475,0 days 00:05:33.867152,True,True
49,9,-0.41000000000000003,0 days 00:00:02.198298,0.0040939148,485,1,0.4,485,0 days 00:05:39.717091,True,True
50,6,-0.71,0 days 00:00:02.049722,0.023028612,492,1,0.4,492,0 days 00:05:45.417760,True,True
51,6,-0.71,0 days 00:00:02.616790,0.058514096,499,1,0.4,499,0 days 00:05:51.684657,True,True
52,6,-0.71,0 days 00:00:02.050977,0.006479087,506,1,0.4,506,0 days 00:05:57.385948,True,True
53,10,-0.31000000000000005,0 days 00:00:03.948922,0.033093438,517,1,0.4,517,0 days 00:06:04.985603,True,True
54,17,0.3900000000000001,0 days 00:00:06.565951,0.017121263,535,1,0.4,535,0 days 00:06:15.202127,True,True
55,6,-0.71,0 days 00:00:02.048872,0.03524483,542,1,0.4,542,0 days 00:06:20.902477,True,True
56,6,-0.71,0 days 00:00:02.615427,0.02720805,549,1,0.4,549,0 days 00:06:27.168893,True,True
57,6,-0.71,0 days 00:00:02.049867,0.042079967,556,1,0.4,556,0 days 00:06:32.869889,True,True
58,8,-0.51,0 days 00:00:03.283524,0.0015319685,565,1,0.4,565,0 days 00:06:39.804205,True,True
59,18,0.4900000000000002,0 days 00:00:04.350065,0.0046349163,584,1,0.4,584,0 days 00:06:47.804102,True,True
60,8,-0.51,0 days 00:00:03.849602,-0.014243934,593,1,0.4,593,0 days 00:06:55.304208,True,True
61,6,-0.71,0 days 00:00:02.050072,0.0362826,600,1,0.4,600,0 days 00:07:01.004233,True,True
62,6,-0.71,0 days 00:00:02.048632,0.021121528,607,1,0.4,607,0 days 00:07:06.704305,True,True
63,6,-0.71,0 days 00:00:02.049112,-0.008612827,614,1,0.4,614,0 days 00:07:12.404991,True,True
64,7,-0.61,0 days 00:00:02.099191,0.011940957,622,1,0.4,622,0 days 00:07:18.154888,True,True
65,9,-0.41000000000000003,0 days 00:00:04.466073,0.013167113,632,1,0.4,632,0 days 00:07:26.271665,True,True
66,9,-0.41000000000000003,0 days 00:00:03.899513,0.017217923,642,1,0.4,642,0 days 00:07:33.822341,True,True
67,12,-0.1100000000000001,0 days 00:00:04.615798,0.018370084,655,1,0.4,655,0 days 00:07:42.088988,True,True
68,5,-0.8099999999999999,0 days 00:00:03.133502,0.012098976,661,1,0.4,661,0 days 00:07:48.873015,True,True
69,7,-0.61,0 days 00:00:03.231412,0.022476388,669,1,0.4,669,0 days 00:07:55.755826,True,True
70,10,-0.31000000000000005,0 days 00:00:02.815274,0.034503207,680,1,0.4,680,0 days 00:08:02.222865,True,True
71,6,-0.71,0 days 00:00:02.616168,0.023124965,687,1,0.4,687,0 days 00:08:08.490278,True,True
72,17,0.3900000000000001,0 days 00:00:05.433702,0.012868213,705,1,0.4,705,0 days 00:08:17.574239,True,True
73,7,-0.61,0 days 00:00:02.099660,0.01218733,713,1,0.4,713,0 days 00:08:23.324380,True,True
74,6,-0.71,0 days 00:00:03.182009,0.032071613,720,1,0.4,720,0 days 00:08:30.157599,True,True
75,8,-0.51,0 days 00:00:03.899257,0.040414527,729,1,0.4,729,0 days 00:08:37.708112,True,True
76,6,-0.71,0 days 00:00:02.050194,0.013609224,736,1,0.4,736,0 days 00:08:43.408001,True,True
77,6,-0.71,0 days 00:00:02.048991,0.016443709,743,1,0.4,743,0 days 00:08:49.108255,True,True
78,6,-0.71,0 days 00:00:03.181763,0.03533154,750,1,0.4,750,0 days 00:08:55.941383,True,True
79,6,-0.71,0 days 00:00:02.048931,0.012248023,757,1,0.4,757,0 days 00:09:01.642219,True,True
80,5,-0.8099999999999999,0 days 00:00:03.165190,-0.002828425,763,1,0.4,763,0 days 00:09:08.459112,True,True
81,7,-0.61,0 days 00:00:02.099248,0.027847784,771,1,0.4,771,0 days 00:09:14.209393,True,True
82,6,-0.71,0 days 00:00:02.049082,0.009175122,778,1,0.4,778,0 days 00:09:19.909612,True,True
83,6,-0.71,0 days 00:00:02.050553,0.017949332,785,1,0.4,785,0 days 00:09:25.610224,True,True
84,7,-0.61,0 days 00:00:02.098197,0.028733436,793,1,0.4,793,0 days 00:09:31.360066,True,True
85,8,-0.51,0 days 00:00:02.149474,0.0347891,802,1,0.4,802,0 days 00:09:37.160369,True,True
86,6,-0.71,0 days 00:00:02.614625,0.0256834,809,1,0.4,809,0 days 00:09:43.427500,True,True
87,6,-0.71,0 days 00:00:02.614730,0.04957991,816,1,0.4,816,0 days 00:09:49.693914,True,True
88,7,-0.61,0 days 00:00:02.098534,0.009465929,824,1,0.4,824,0 days 00:09:55.443926,True,True
89,6,-0.71,0 days 00:00:02.614905,0.016129447,831,1,0.4,831,0 days 00:10:01.711007,True,True
90,6,-0.71,0 days 00:00:02.048305,0.025965188,838,1,0.4,838,0 days 00:10:07.411765,True,True
91,6,-0.71,0 days 00:00:02.614982,0.039823744,845,1,0.4,845,0 days 00:10:13.677907,True,True
92,6,-0.71,0 days 00:00:02.048823,0.045453575,852,1,0.4,852,0 days 00:10:19.378689,True,True
93,4,-0.91,0 days 00:00:03.082296,0.022085872,857,1,0.4,857,0 days 00:10:26.112145,True,True
94,6,-0.71,0 days 00:00:03.182186,0.026630279,864,1,0.4,864,0 days 00:10:32.946042,True,True
95,6,-0.71,0 days 00:00:02.048857,0.011321643,871,1,0.4,871,0 days 00:10:38.646151,True,True
96,6,-0.71,0 days 00:00:02.613685,0.020652642,878,1,0.4,878,0 days 00:10:44.913295,True,True
97,6,-0.71,0 days 00:00:02.049371,0.028376237,885,1,0.4,885,0 days 00:10:50.613516,True,True
98,33,1.9900000000000015,0 days 00:00:10.768514,0.017234152,919,1,0.4,919,0 days 00:11:05.032099,True,True
99,6,-0.71,0 days 00:00:02.049968,0.027661156,926,1,0.4,926,0 days 00:11:10.731426,True,True
100,6,-0.71,0 days 00:00:02.050311,0.01014218,933,1,0.4,933,0 days 00:11:16.431932,True,True
101,6,-0.71,0 days 00:00:02.049467,0.022532906,940,1,0.4,940,0 days 00:11:22.131777,True,True
102,13,-0.01000000000000012,0 days 00:00:05.233628,0.008640294,954,1,0.4,954,0 days 00:11:31.015719,True,True
103,7,-0.61,0 days 00:00:02.099762,0.039393328,962,1,0.4,962,0 days 00:11:36.765294,True,True
104,6,-0.71,0 days 00:00:02.050062,0.014934967,969,1,0.4,969,0 days 00:11:42.466381,True,True
105,6,-0.71,0 days 00:00:03.749655,0.036330093,976,1,0.4,976,0 days 00:11:49.865692,True,True
106,15,0.18999999999999995,0 days 00:00:03.065701,0.007501929,992,1,0.4,992,0 days 00:11:56.582780,True,True
107,8,-0.51,0 days 00:00:02.148059,0.034683738,1001,1,0.4,1001,0 days 00:12:02.382864,True,True
108,6,-0.71,0 days 00:00:02.615711,-0.0018484222,1008,1,0.4,1008,0 days 00:12:08.649743,True,True
109,6,-0.71,0 days 00:00:02.049163,0.0034347393,1015,1,0.4,1015,0 days 00:12:14.351102,True,True
110,7,-0.61,0 days 00:00:03.799377,0.006497305,1023,1,0.4,1023,0 days 00:12:21.800543,True,True
111,9,-0.41000000000000003,0 days 00:00:02.199606,0.029376358,1033,1,0.4,1033,0 days 00:12:27.651085,True,True
112,6,-0.71,0 days 00:00:02.050059,0.020745818,1040,1,0.4,1040,0 days 00:12:33.351389,True,True
113,6,-0.71,0 days 00:00:02.615736,0.0030951104,1047,1,0.4,1047,0 days 00:12:39.617699,True,True
114,11,-0.21000000000000008,0 days 00:00:03.999704,0.016735738,1059,1,0.4,1059,0 days 00:12:47.269018,True,True
115,7,-0.61,0 days 00:00:03.231919,0.020926747,1067,1,0.4,1067,0 days 00:12:54.152112,True,True
116,6,-0.71,0 days 00:00:02.048563,0.03108859,1074,1,0.4,1074,0 days 00:12:59.852345,True,True
117,16,0.29000000000000004,0 days 00:00:04.250039,0.012976296,1091,1,0.4,1091,0 days 00:13:07.753184,True,True
118,6,-0.71,0 days 00:00:02.048963,0.00042055067,1098,1,0.4,1098,0 days 00:13:13.452161,True,True
119,6,-0.71,0 days 00:00:02.049208,0.018849688,1105,1,0.4,1105,0 days 00:13:19.152645,True,True
120,6,-0.71,0 days 00:00:02.049488,0.017031854,1112,1,0.4,1112,0 days 00:13:24.852880,True,True
121,6,-0.71,0 days 00:00:02.614804,0.020608855,1119,1,0.4,1119,0 days 00:13:31.119211,True,True
122,7,-0.61,0 days 00:00:02.098971,0.030263944,1127,1,0.4,1127,0 days 00:13:36.869849,True,True
123,7,-0.61,0 days 00:00:02.099451,0.02002367,1135,1,0.4,1135,0 days 00:13:42.619921,True,True
124,6,-0.71,0 days 00:00:02.049280,0.024789663,1142,1,0.4,1142,0 days 00:13:48.321491,True,True
125,6,-0.71,0 days 00:00:02.049134,0.030720642,1149,1,0.4,1149,0 days 00:13:54.020889,True,True
126,15,0.18999999999999995,0 days 00:00:05.333455,0.022424452,1165,1,0.4,1165,0 days 00:14:03.005104,True,True
127,15,0.18999999999999995,0 days 00:00:05.899079,-0.0053525176,1181,1,0.4,1181,0 days 00:14:12.555352,True,True
128,10,-0.31000000000000005,0 days 00:00:03.383176,0.026152758,1192,1,0.4,1192,0 days 00:14:19.588665,True,True
129,7,-0.61,0 days 00:00:02.099139,0.014373865,1200,1,0.4,1200,0 days 00:14:25.338665,True,True
130,5,-0.8099999999999999,0 days 00:00:03.132070,0.0071503893,1206,1,0.4,1206,0 days 00:14:32.122639,True,True
131,9,-0.41000000000000003,0 days 00:00:02.200179,-0.0041851476,1216,1,0.4,1216,0 days 00:14:37.972537,True,True
132,28,1.490000000000001,0 days 00:00:09.384064,0.015006594,1245,1,0.4,1245,0 days 00:14:51.006645,True,True
133,14,0.08999999999999986,0 days 00:00:05.283795,0.0064107594,1260,1,0.4,1260,0 days 00:14:59.940545,True,True
134,6,-0.71,0 days 00:00:02.049475,0.040730536,1267,1,0.4,1267,0 days 00:15:05.640320,True,True
135,6,-0.71,0 days 00:00:02.050078,0.029367583,1274,1,0.4,1274,0 days 00:15:11.340446,True,True
136,8,-0.51,0 days 00:00:02.148719,0.026041895,1283,1,0.4,1283,0 days 00:15:17.140885,True,True
137,7,-0.61,0 days 00:00:03.232554,0.011316653,1291,1,0.4,1291,0 days 00:15:24.024605,True,True
138,7,-0.61,0 days 00:00:03.233034,0.025107307,1299,1,0.4,1299,0 days 00:15:30.908175,True,True
139,8,-0.51,0 days 00:00:02.149994,0.019849448,1308,1,0.4,1308,0 days 00:15:36.708059,True,True
140,7,-0.61,0 days 00:00:03.799081,-0.009423529,1316,1,0.4,1316,0 days 00:15:44.158633,True,True
141,6,-0.71,0 days 00:00:02.049610,0.020596806,1323,1,0.4,1323,0 days 00:15:49.858972,True,True
142,10,-0.31000000000000005,0 days 00:00:03.382914,0.007278475,1334,1,0.4,1334,0 days 00:15:56.892746,True,True
143,11,-0.21000000000000008,0 days 00:00:04.566478,0.028739348,1346,1,0.4,1346,0 days 00:16:05.109829,True,True
144,6,-0.71,0 days 00:00:02.049979,0.029184626,1353,1,0.4,1353,0 days 00:16:10.810068,True,True
145,7,-0.61,0 days 00:00:02.098829,0.028056156,1361,1,0.4,1361,0 days 00:16:16.559872,True,True
146,12,-0.1100000000000001,0 days 00:00:04.049835,0.013298883,1374,1,0.4,1374,0 days 00:16:24.260365,True,True
147,15,0.18999999999999995,0 days 00:00:03.632816,0.017863318,1390,1,0.4,1390,0 days 00:16:31.543743,True,True
148,6,-0.71,0 days 00:00:02.050595,0.0015606574,1397,1,0.4,1397,0 days 00:16:37.244958,True,True
149,7,-0.61,0 days 00:00:02.099218,0.011191063,1405,1,0.4,1405,0 days 00:16:42.994481,True,True
150,15,0.18999999999999995,0 days 00:00:05.899752,0.010728836,1421,1,0.4,1421,0 days 00:16:52.545990,True,True
151,7,-0.61,0 days 00:00:03.799522,0.04738584,1429,1,0.4,1429,0 days 00:16:59.995316,True,True
152,6,-0.71,0 days 00:00:02.615682,0.0018566346,1436,1,0.4,1436,0 days 00:17:06.261406,True,True
153,6,-0.71,0 days 00:00:02.050673,0.04103135,1443,1,0.4,1443,0 days 00:17:11.963107,True,True
154,21,0.7900000000000005,0 days 00:00:04.499734,0.016574841,1465,1,0.4,1465,0 days 00:17:20.113437,True,True
155,12,-0.1100000000000001,0 days 00:00:05.750188,0.021478344,1478,1,0.4,1478,0 days 00:17:29.513058,True,True
156,7,-0.61,0 days 00:00:03.800405,0.024231967,1486,1,0.4,1486,0 days 00:17:36.963525,True,True
157,6,-0.71,0 days 00:00:02.048436,0.014975659,1493,1,0.4,1493,0 days 00:17:42.664022,True,True
158,12,-0.1100000000000001,0 days 00:00:04.616562,0.00453053,1506,1,0.4,1506,0 days 00:17:50.931284,True,True
159,6,-0.71,0 days 00:00:02.048808,0.007103503,1513,1,0.4,1513,0 days 00:17:56.630826,True,True
160,8,-0.51,0 days 00:00:02.148579,0.028910002,1522,1,0.4,1522,0 days 00:18:02.430534,True,True
161,6,-0.71,0 days 00:00:02.615084,0.0455889,1529,1,0.4,1529,0 days 00:18:08.697483,True,True
162,14,0.08999999999999986,0 days 00:00:05.283833,-0.010784755,1544,1,0.4,1544,0 days 00:18:17.631818,True,True
163,6,-0.71,0 days 00:00:02.049356,0.02593184,1551,1,0.4,1551,0 days 00:18:23.332192,True,True
164,6,-0.71,0 days 00:00:02.050363,0.02384746,1558,1,0.4,1558,0 days 00:18:29.032455,True,True
165,9,-0.41000000000000003,0 days 00:00:02.199405,-0.0013855681,1568,1,0.4,1568,0 days 00:18:34.881982,True,True
166,15,0.18999999999999995,0 days 00:00:07.032745,0.013126124,1584,1,0.4,1584,0 days 00:18:45.566377,True,True
167,5,-0.8099999999999999,0 days 00:00:03.132472,0.0043042987,1590,1,0.4,1590,0 days 00:18:52.349692,True,True
168,6,-0.71,0 days 00:00:02.049375,-0.002008848,1597,1,0.4,1597,0 days 00:18:58.049993,True,True
169,6,-0.71,0 days 00:00:02.048406,0.039771758,1604,1,0.4,1604,0 days 00:19:03.749681,True,True
170,4,-0.91,0 days 00:00:03.082733,0.008231196,1609,1,0.4,1609,0 days 00:19:10.484106,True,True
171,6,-0.71,0 days 00:00:03.182750,-0.0019809955,1616,1,0.4,1616,0 days 00:19:17.317281,True,True
172,24,1.0900000000000007,0 days 00:00:08.616936,0.013534966,1641,1,0.4,1641,0 days 00:19:29.584967,True,True
173,25,1.1900000000000008,0 days 00:00:07.533257,0.025441173,1667,1,0.4,1667,0 days 00:19:40.769048,True,True
174,6,-0.71,0 days 00:00:02.049981,0.035118364,1674,1,0.4,1674,0 days 00:19:46.468876,True,True
175,6,-0.71,0 days 00:00:02.049964,0.040708747,1681,1,0.4,1681,0 days 00:19:52.168612,True,True
176,6,-0.71,0 days 00:00:03.748971,0.040341217,1688,1,0.4,1688,0 days 00:19:59.568190,True,True
177,9,-0.41000000000000003,0 days 00:00:03.333025,0.011746522,1698,1,0.4,1698,0 days 00:20:06.553224,True,True
178,10,-0.31000000000000005,0 days 00:00:02.249284,0.0020015463,1709,1,0.4,1709,0 days 00:20:12.453224,True,True
179,7,-0.61,0 days 00:00:03.798718,0.015284329,1717,1,0.4,1717,0 days 00:20:19.903322,True,True
180,6,-0.71,0 days 00:00:03.182890,0.028538357,1724,1,0.4,1724,0 days 00:20:26.737059,True,True
181,6,-0.71,0 days 00:00:02.049263,0.018754115,1731,1,0.4,1731,0 days 00:20:32.436529,True,True
182,8,-0.51,0 days 00:00:02.147993,0.018232934,1740,1,0.4,1740,0 days 00:20:38.236638,True,True
183,6,-0.71,0 days 00:00:02.616324,-0.006380924,1747,1,0.4,1747,0 days 00:20:44.504058,True,True
184,6,-0.71,0 days 00:00:02.049473,0.013129728,1754,1,0.4,1754,0 days 00:20:50.204596,True,True
185,6,-0.71,0 days 00:00:03.181667,0.017766496,1761,1,0.4,1761,0 days 00:20:57.037380,True,True
186,6,-0.71,0 days 00:00:02.049429,0.040912896,1768,1,0.4,1768,0 days 00:21:02.738499,True,True
187,5,-0.8099999999999999,0 days 00:00:03.132250,0.021952027,1774,1,0.4,1774,0 days 00:21:09.521649,True,True
188,6,-0.71,0 days 00:00:03.182885,-0.0072804377,1781,1,0.4,1781,0 days 00:21:16.355797,True,True
189,6,-0.71,0 days 00:00:02.048376,0.0032568853,1788,1,0.4,1788,0 days 00:21:22.055371,True,True
190,9,-0.41000000000000003,0 days 00:00:04.466724,0.014168212,1798,1,0.4,1798,0 days 00:21:30.172839,True,True
191,10,-0.31000000000000005,0 days 00:00:04.514353,0.04121334,1809,1,0.4,1809,0 days 00:21:38.340056,True,True
192,6,-0.71,0 days 00:00:02.048299,0.0069304802,1816,1,0.4,1816,0 days 00:21:44.039844,True,True
193,8,-0.51,0 days 00:00:03.848885,0.014627063,1825,1,0.4,1825,0 days 00:21:51.539735,True,True
194,15,0.18999999999999995,0 days 00:00:06.466332,0.02684272,1841,1,0.4,1841,0 days 00:22:01.657523,True,True
195,18,0.4900000000000002,0 days 00:00:04.916005,0.012557841,1860,1,0.4,1860,0 days 00:22:10.225299,True,True
196,6,-0.71,0 days 00:00:02.049512,0.043323755,1867,1,0.4,1867,0 days 00:22:15.924878,True,True
197,8,-0.51,0 days 00:00:02.715197,-0.0015648664,1876,1,0.4,1876,0 days 00:22:22.291363,True,True
198,7,-0.61,0 days 00:00:02.098751,0.028415432,1884,1,0.4,1884,0 days 00:22:28.041730,True,True
199,7,-0.61,0 days 00:00:03.799099,0.033235963,1892,1,0.4,1892,0 days 00:22:35.492211,True,True
200,6,-0.71,0 days 00:00:02.049483,-0.006145814,1899,1,0.4,1899,0 days 00:22:41.191765,True,True
201,6,-0.71,0 days 00:00:02.049500,0.051730808,1906,1,0.4,1906,0 days 00:22:46.892597,True,True
202,6,-0.71,0 days 00:00:02.049972,0.0074130734,1913,1,0.4,1913,0 days 00:22:52.592707,True,True
203,10,-0.31000000000000005,0 days 00:00:03.950245,0.030845344,1924,1,0.4,1924,0 days 00:23:00.193505,True,True
204,8,-0.51,0 days 00:00:04.415969,0.027987719,1933,1,0.4,1933,0 days 00:23:08.259555,True,True
205,6,-0.71,0 days 00:00:03.182034,0.027526984,1940,1,0.4,1940,0 days 00:23:15.093637,True,True
206,6,-0.71,0 days 00:00:02.615451,0.015601899,1947,1,0.4,1947,0 days 00:23:21.359942,True,True
207,6,-0.71,0 days 00:00:02.050357,0.009529184,1954,1,0.4,1954,0 days 00:23:27.061166,True,True
208,6,-0.71,0 days 00:00:02.049008,0.007122713,1961,1,0.4,1961,0 days 00:23:32.761067,True,True
209,7,-0.61,0 days 00:00:02.099499,-0.005976191,1969,1,0.4,1969,0 days 00:23:38.510788,True,True
210,6,-0.71,0 days 00:00:02.048089,-0.031156274,1976,1,0.4,1976,0 days 00:23:44.211097,True,True
211,6,-0.71,0 days 00:00:02.049512,0.011147084,1983,1,0.4,1983,0 days 00:23:49.912016,True,True
212,6,-0.71,0 days 00:00:02.615655,0.03816076,1990,1,0.4,1990,0 days 00:23:56.178163,True,True
213,6,-0.71,0 days 00:00:02.614478,0.034379724,1997,1,0.4,1997,0 days 00:24:02.444784,True,True
214,6,-0.71,0 days 00:00:02.049715,0.009548487,2004,1,0.4,2004,0 days 00:24:08.146397,True,True
215,6,-0.71,0 days 00:00:02.616184,0.001041133,2011,1,0.4,2011,0 days 00:24:14.412215,True,True
216,6,-0.71,0 days 00:00:02.049527,0.018870043,2018,1,0.4,2018,0 days 00:24:20.112825,True,True
217,7,-0.61,0 days 00:00:02.099550,0.024840266,2026,1,0.4,2026,0 days 00:24:25.863212,True,True
218,6,-0.71,0 days 00:00:02.048733,0.015837196,2033,1,0.4,2033,0 days 00:24:31.563283,True,True
219,6,-0.71,0 days 00:00:02.049473,0.032524653,2040,1,0.4,2040,0 days 00:24:37.264160,True,True
220,6,-0.71,0 days 00:00:02.049972,0.03229341,2047,1,0.4,2047,0 days 00:24:42.963877,True,True
221,9,-0.41000000000000003,0 days 00:00:02.198213,-0.00031547993,2057,1,0.4,2057,0 days 00:24:48.813339,True,True
222,9,-0.41000000000000003,0 days 00:00:03.898581,0.022298284,2067,1,0.4,2067,0 days 00:24:56.364461,True,True
223,6,-0.71,0 days 00:00:02.049731,0.027308008,2074,1,0.4,2074,0 days 00:25:02.065038,True,True
224,6,-0.71,0 days 00:00:02.050051,0.03347431,2081,1,0.4,2081,0 days 00:25:07.764687,True,True
225,6,-0.71,0 days 00:00:02.049296,-0.0015987849,2088,1,0.4,2088,0 days 00:25:13.465208,True,True
226,6,-0.71,0 days 00:00:02.048144,0.01931563,2095,1,0.4,2095,0 days 00:25:19.164855,True,True
227,6,-0.71,0 days 00:00:02.615364,0.009324165,2102,1,0.4,2102,0 days 00:25:25.431965,True,True
228,6,-0.71,0 days 00:00:02.049383,0.029610196,2109,1,0.4,2109,0 days 00:25:31.132659,True,True
229,7,-0.61,0 days 00:00:02.098780,-0.009630632,2117,1,0.4,2117,0 days 00:25:36.882110,True,True
230,16,0.29000000000000004,0 days 00:00:04.815339,0.033271324,2134,1,0.4,2134,0 days 00:25:45.349535,True,True
231,18,0.4900000000000002,0 days 00:00:05.482992,0.020154696,2153,1,0.4,2153,0 days 00:25:54.483974,True,True
232,10,-0.31000000000000005,0 days 00:00:04.516905,0.025693143,2164,1,0.4,2164,0 days 00:26:02.650307,True,True
233,8,-0.51,0 days 00:00:03.848335,0.0035155122,2173,1,0.4,2173,0 days 00:26:10.150621,True,True
234,6,-0.71,0 days 00:00:03.182067,0.015504612,2180,1,0.4,2180,0 days 00:26:16.983804,True,True
235,10,-0.31000000000000005,0 days 00:00:02.249637,0.017218001,2191,1,0.4,2191,0 days 00:26:22.884983,True,True
236,22,0.8900000000000003,0 days 00:00:05.117154,0.015536315,2214,1,0.4,2214,0 days 00:26:31.652741,True,True
237,6,-0.71,0 days 00:00:02.049121,0.047167115,2221,1,0.4,2221,0 days 00:26:37.351334,True,True
238,6,-0.71,0 days 00:00:02.049373,0.043225903,2228,1,0.4,2228,0 days 00:26:43.052128,True,True
239,12,-0.1100000000000001,0 days 00:00:04.616629,0.018648423,2241,1,0.4,2241,0 days 00:26:51.319722,True,True
240,11,-0.21000000000000008,0 days 00:00:03.999475,0.0012006928,2253,1,0.4,2253,0 days 00:26:58.969163,True,True
