epoch,epoch_steps,epoch_rewards,epoch_time,epoch_avg_q,total_steps,epsilon,beta,memory_len,total_run_time,dueling,noisy_net,pretraining_steps
44,8,-0.5,0 days 00:00:02.148723,0.04244609,534,1,0.4,534,0 days 00:04:59.412183,True,True,5000
45,7,-0.6,0 days 00:00:02.598063,0.04649482,542,1,0.4,542,0 days 00:05:05.628541,True,True,5000
46,8,-0.5,0 days 00:00:02.148947,0.039783962,551,1,0.4,551,0 days 00:05:11.396728,True,True,5000
47,8,-0.5,0 days 00:00:02.149468,0.027377922,560,1,0.4,560,0 days 00:05:17.162404,True,True,5000
48,8,-0.5,0 days 00:00:02.149773,0.024779767,569,1,0.4,569,0 days 00:05:22.929887,True,True,5000
49,15,0.19999999999999996,0 days 00:00:03.132702,0.03515583,585,1,0.4,585,0 days 00:05:29.680180,True,True,5000
50,5,-0.7999999999999999,0 days 00:00:02.981417,0.015536788,591,1,0.4,591,0 days 00:05:36.279878,True,True,5000
51,6,-0.7,0 days 00:00:03.049066,0.030372262,598,1,0.4,598,0 days 00:05:42.947331,True,True,5000
52,7,-0.6,0 days 00:00:02.081702,0.021975845,606,1,0.4,606,0 days 00:05:48.647298,True,True,5000
53,23,1.0000000000000004,0 days 00:00:05.733804,0.047750045,630,1,0.4,630,0 days 00:05:57.999041,True,True,5000
54,7,-0.6,0 days 00:00:03.115957,0.024332171,638,1,0.4,638,0 days 00:06:04.730941,True,True,5000
55,8,-0.5,0 days 00:00:02.149129,0.004820788,647,1,0.4,647,0 days 00:06:10.498675,True,True,5000
56,17,0.40000000000000013,0 days 00:00:02.232486,0.016257415,665,1,0.4,665,0 days 00:06:16.348353,True,True,5000
57,14,0.09999999999999987,0 days 00:00:04.615424,0.039578874,680,1,0.4,680,0 days 00:06:24.582178,True,True,5000
58,15,0.19999999999999996,0 days 00:00:02.616259,0.03798341,696,1,0.4,696,0 days 00:06:30.815993,True,True,5000
59,9,-0.4,0 days 00:00:03.249116,0.040509917,706,1,0.4,706,0 days 00:06:37.683030,True,True,5000
60,34,2.1000000000000014,0 days 00:00:08.016329,0.02307988,741,1,0.4,741,0 days 00:06:49.317251,True,True,5000
61,15,0.19999999999999996,0 days 00:00:02.100137,0.030409738,757,1,0.4,757,0 days 00:06:55.033701,True,True,5000
62,7,-0.6,0 days 00:00:02.082958,0.035379943,765,1,0.4,765,0 days 00:07:00.733777,True,True,5000
63,6,-0.7,0 days 00:00:03.049225,0.015436699,772,1,0.4,772,0 days 00:07:07.400913,True,True,5000
64,15,0.19999999999999996,0 days 00:00:02.615666,0.025185008,788,1,0.4,788,0 days 00:07:13.634657,True,True,5000
65,8,-0.5,0 days 00:00:02.666845,0.027876385,797,1,0.4,797,0 days 00:07:19.917929,True,True,5000
66,8,-0.5,0 days 00:00:02.665806,0.011393246,806,1,0.4,806,0 days 00:07:26.201559,True,True,5000
67,8,-0.5,0 days 00:00:02.148645,0.020060973,815,1,0.4,815,0 days 00:07:31.968285,True,True,5000
68,7,-0.6,0 days 00:00:03.116839,0.028706118,823,1,0.4,823,0 days 00:07:38.702041,True,True,5000
69,20,0.7000000000000004,0 days 00:00:06.566116,0.031175114,844,1,0.4,844,0 days 00:07:48.886147,True,True,5000
70,7,-0.6,0 days 00:00:02.082515,0.031289395,852,1,0.4,852,0 days 00:07:54.586571,True,True,5000
71,8,-0.5,0 days 00:00:03.182778,0.048491105,861,1,0.4,861,0 days 00:08:01.386816,True,True,5000
72,7,-0.6,0 days 00:00:02.082500,0.027511805,869,1,0.4,869,0 days 00:08:07.087047,True,True,5000
73,34,2.1000000000000014,0 days 00:00:08.016967,0.036307886,904,1,0.4,904,0 days 00:08:18.721619,True,True,5000
74,18,0.5000000000000002,0 days 00:00:04.366202,0.03226124,923,1,0.4,923,0 days 00:08:26.704067,True,True,5000
75,8,-0.5,0 days 00:00:02.149014,0.0326698,932,1,0.4,932,0 days 00:08:32.470975,True,True,5000
76,14,0.09999999999999987,0 days 00:00:03.065691,0.012335689,947,1,0.4,947,0 days 00:08:39.155405,True,True,5000
77,7,-0.6,0 days 00:00:02.080767,0.010122972,955,1,0.4,955,0 days 00:08:44.855215,True,True,5000
78,12,-0.10000000000000009,0 days 00:00:02.933069,0.032740857,968,1,0.4,968,0 days 00:08:51.406238,True,True,5000
79,7,-0.6,0 days 00:00:02.081904,0.020925388,976,1,0.4,976,0 days 00:08:57.104827,True,True,5000
80,15,0.19999999999999996,0 days 00:00:02.252582,0.03829272,992,1,0.4,992,0 days 00:09:02.975281,True,True,5000
81,8,-0.5,0 days 00:00:02.148733,0.05547987,1001,1,0.4,1001,0 days 00:09:08.738808,True,True,5000
82,7,-0.6,0 days 00:00:02.082878,0.038860284,1009,1,0.4,1009,0 days 00:09:14.439811,True,True,5000
83,8,-0.5,0 days 00:00:02.149056,0.018776497,1018,1,0.4,1018,0 days 00:09:20.206513,True,True,5000
84,8,-0.5,0 days 00:00:02.665469,0.017124815,1027,1,0.4,1027,0 days 00:09:26.489533,True,True,5000
85,17,0.40000000000000013,0 days 00:00:06.365432,0.019875206,1045,1,0.4,1045,0 days 00:09:36.473667,True,True,5000
86,7,-0.6,0 days 00:00:02.082411,0.038716152,1053,1,0.4,1053,0 days 00:09:42.173880,True,True,5000
87,7,-0.6,0 days 00:00:02.082381,0.035888318,1061,1,0.4,1061,0 days 00:09:47.874127,True,True,5000
88,16,0.30000000000000004,0 days 00:00:04.232580,0.026117934,1078,1,0.4,1078,0 days 00:09:55.725090,True,True,5000
89,7,-0.6,0 days 00:00:02.598954,0.051161215,1086,1,0.4,1086,0 days 00:10:01.941372,True,True,5000
90,8,-0.5,0 days 00:00:02.148220,0.034613755,1095,1,0.4,1095,0 days 00:10:07.708612,True,True,5000
91,7,-0.6,0 days 00:00:02.081531,0.001791486,1103,1,0.4,1103,0 days 00:10:13.407887,True,True,5000
92,7,-0.6,0 days 00:00:02.083033,0.017467584,1111,1,0.4,1111,0 days 00:10:19.108303,True,True,5000
93,14,0.09999999999999987,0 days 00:00:03.065933,0.030744506,1126,1,0.4,1126,0 days 00:10:25.792561,True,True,5000
94,44,3.1000000000000014,0 days 00:00:13.850755,0.022395372,1171,1,0.4,1171,0 days 00:10:43.261549,True,True,5000
95,9,-0.4,0 days 00:00:02.216500,0.029285133,1181,1,0.4,1181,0 days 00:10:49.093027,True,True,5000
96,15,0.19999999999999996,0 days 00:00:02.098407,0.03797303,1197,1,0.4,1197,0 days 00:10:54.810031,True,True,5000
97,4,-0.9,0 days 00:00:02.915504,-0.019010177,1202,1,0.4,1202,0 days 00:11:01.343855,True,True,5000
98,7,-0.6,0 days 00:00:02.082746,0.030369978,1210,1,0.4,1210,0 days 00:11:07.043804,True,True,5000
99,13,-1.1102230246251565e-16,0 days 00:00:02.999657,0.036410246,1224,1,0.4,1224,0 days 00:11:13.661592,True,True,5000
100,9,-0.4,0 days 00:00:02.215140,0.03395941,1234,1,0.4,1234,0 days 00:11:19.494510,True,True,5000
101,15,0.19999999999999996,0 days 00:00:06.748861,0.019236118,1250,1,0.4,1250,0 days 00:11:29.862161,True,True,5000
102,8,-0.5,0 days 00:00:02.149631,0.0090207225,1259,1,0.4,1259,0 days 00:11:35.629018,True,True,5000
103,16,0.30000000000000004,0 days 00:00:02.166904,0.035021722,1276,1,0.4,1276,0 days 00:11:41.412700,True,True,5000
104,8,-0.5,0 days 00:00:02.149531,0.0037964764,1285,1,0.4,1285,0 days 00:11:47.178465,True,True,5000
105,8,-0.5,0 days 00:00:02.149611,0.021157768,1294,1,0.4,1294,0 days 00:11:52.946226,True,True,5000
106,9,-0.4,0 days 00:00:02.215267,0.013685316,1304,1,0.4,1304,0 days 00:11:58.779416,True,True,5000
107,7,-0.6,0 days 00:00:02.082327,0.024358306,1312,1,0.4,1312,0 days 00:12:04.480413,True,True,5000
108,15,0.19999999999999996,0 days 00:00:03.650548,0.04574295,1328,1,0.4,1328,0 days 00:12:11.747016,True,True,5000
109,15,0.19999999999999996,0 days 00:00:02.099231,0.028849326,1344,1,0.4,1344,0 days 00:12:17.464492,True,True,5000
110,16,0.30000000000000004,0 days 00:00:03.199601,0.031451512,1361,1,0.4,1361,0 days 00:12:24.280871,True,True,5000
111,9,-0.4,0 days 00:00:02.215091,0.04125415,1371,1,0.4,1371,0 days 00:12:30.113598,True,True,5000
112,13,-1.1102230246251565e-16,0 days 00:00:02.998998,0.02833425,1385,1,0.4,1385,0 days 00:12:36.731401,True,True,5000
113,7,-0.6,0 days 00:00:03.116482,0.04266159,1393,1,0.4,1393,0 days 00:12:43.465125,True,True,5000
114,18,0.5000000000000002,0 days 00:00:04.365407,0.0358083,1412,1,0.4,1412,0 days 00:12:51.449047,True,True,5000
115,12,-0.10000000000000009,0 days 00:00:02.932618,0.03380749,1425,1,0.4,1425,0 days 00:12:57.999859,True,True,5000
116,14,0.09999999999999987,0 days 00:00:05.133056,0.018049343,1440,1,0.4,1440,0 days 00:13:06.749832,True,True,5000
117,7,-0.6,0 days 00:00:02.082795,0.027202617,1448,1,0.4,1448,0 days 00:13:12.449612,True,True,5000
118,15,0.19999999999999996,0 days 00:00:02.100801,0.032532673,1464,1,0.4,1464,0 days 00:13:18.166918,True,True,5000
119,12,-0.10000000000000009,0 days 00:00:02.932272,0.036075335,1477,1,0.4,1477,0 days 00:13:24.717198,True,True,5000
120,7,-0.6,0 days 00:00:02.310701,0.017481852,1485,1,0.4,1485,0 days 00:13:30.645822,True,True,5000
121,8,-0.5,0 days 00:00:03.182803,0.005493573,1494,1,0.4,1494,0 days 00:13:37.450444,True,True,5000
122,8,-0.5,0 days 00:00:02.148825,0.054134354,1503,1,0.4,1503,0 days 00:13:43.217490,True,True,5000
123,7,-0.6,0 days 00:00:02.081972,-0.00112582,1511,1,0.4,1511,0 days 00:13:48.917313,True,True,5000
124,7,-0.6,0 days 00:00:02.081818,0.0263975,1519,1,0.4,1519,0 days 00:13:54.617167,True,True,5000
125,10,-0.30000000000000004,0 days 00:00:02.800581,0.02198322,1530,1,0.4,1530,0 days 00:14:01.035697,True,True,5000
126,20,0.7000000000000004,0 days 00:00:06.566806,0.019198047,1551,1,0.4,1551,0 days 00:14:11.218509,True,True,5000
127,7,-0.6,0 days 00:00:02.082321,0.026983285,1559,1,0.4,1559,0 days 00:14:16.918683,True,True,5000
128,7,-0.6,0 days 00:00:02.082569,0.037166238,1567,1,0.4,1567,0 days 00:14:22.618481,True,True,5000
129,6,-0.7,0 days 00:00:03.048829,0.040843584,1574,1,0.4,1574,0 days 00:14:29.285429,True,True,5000
130,7,-0.6,0 days 00:00:02.082551,0.012180906,1582,1,0.4,1582,0 days 00:14:34.986145,True,True,5000
131,20,0.7000000000000004,0 days 00:00:03.982799,0.028227696,1603,1,0.4,1603,0 days 00:14:42.586447,True,True,5000
132,8,-0.5,0 days 00:00:03.183500,0.029773258,1612,1,0.4,1612,0 days 00:14:49.387075,True,True,5000
133,11,-0.20000000000000007,0 days 00:00:03.381538,0.005830822,1624,1,0.4,1624,0 days 00:14:56.386740,True,True,5000
134,7,-0.6,0 days 00:00:02.083825,0.052458115,1632,1,0.4,1632,0 days 00:15:02.087557,True,True,5000
135,24,1.1000000000000005,0 days 00:00:05.282566,0.019389777,1657,1,0.4,1657,0 days 00:15:10.988766,True,True,5000
136,7,-0.6,0 days 00:00:02.598330,0.054622963,1665,1,0.4,1665,0 days 00:15:17.204352,True,True,5000
137,22,0.9000000000000004,0 days 00:00:03.082817,0.014123314,1688,1,0.4,1688,0 days 00:15:23.905809,True,True,5000
138,7,-0.6,0 days 00:00:02.082516,0.01676101,1696,1,0.4,1696,0 days 00:15:29.604593,True,True,5000
139,11,-0.20000000000000007,0 days 00:00:03.898585,0.021712827,1708,1,0.4,1708,0 days 00:15:37.121461,True,True,5000
140,9,-0.4,0 days 00:00:02.215991,0.015398063,1718,1,0.4,1718,0 days 00:15:42.956044,True,True,5000
141,15,0.19999999999999996,0 days 00:00:03.133096,0.031320993,1734,1,0.4,1734,0 days 00:15:49.706249,True,True,5000
142,8,-0.5,0 days 00:00:03.699872,0.029951457,1743,1,0.4,1743,0 days 00:15:57.023129,True,True,5000
143,30,1.700000000000001,0 days 00:00:06.716759,0.036742426,1774,1,0.4,1774,0 days 00:16:07.357843,True,True,5000
144,7,-0.6,0 days 00:00:02.082621,0.042005867,1782,1,0.4,1782,0 days 00:16:13.056727,True,True,5000
145,7,-0.6,0 days 00:00:02.082560,0.023534598,1790,1,0.4,1790,0 days 00:16:18.757244,True,True,5000
146,16,0.30000000000000004,0 days 00:00:04.233379,0.023721918,1807,1,0.4,1807,0 days 00:16:26.608444,True,True,5000
147,8,-0.5,0 days 00:00:02.148979,0.027055833,1816,1,0.4,1816,0 days 00:16:32.374218,True,True,5000
148,37,2.4000000000000017,0 days 00:00:09.767188,0.037876755,1854,1,0.4,1854,0 days 00:16:45.759002,True,True,5000
149,8,-0.5,0 days 00:00:02.149038,0.023764351,1863,1,0.4,1863,0 days 00:16:51.524922,True,True,5000
150,7,-0.6,0 days 00:00:02.083021,0.031377465,1871,1,0.4,1871,0 days 00:16:57.225514,True,True,5000
151,7,-0.6,0 days 00:00:02.599302,0.044928595,1879,1,0.4,1879,0 days 00:17:03.442504,True,True,5000
152,8,-0.5,0 days 00:00:02.666388,0.048283122,1888,1,0.4,1888,0 days 00:17:09.726041,True,True,5000
153,8,-0.5,0 days 00:00:02.148574,0.034783594,1897,1,0.4,1897,0 days 00:17:15.492594,True,True,5000
154,7,-0.6,0 days 00:00:03.115027,0.019813132,1905,1,0.4,1905,0 days 00:17:22.226697,True,True,5000
155,8,-0.5,0 days 00:00:02.149482,0.023257943,1914,1,0.4,1914,0 days 00:17:27.993628,True,True,5000
156,7,-0.6,0 days 00:00:02.082913,0.030159418,1922,1,0.4,1922,0 days 00:17:33.693591,True,True,5000
157,8,-0.5,0 days 00:00:02.148906,0.03770174,1931,1,0.4,1931,0 days 00:17:39.459921,True,True,5000
158,7,-0.6,0 days 00:00:02.599578,0.011494044,1939,1,0.4,1939,0 days 00:17:45.677267,True,True,5000
159,14,0.09999999999999987,0 days 00:00:03.067630,0.05628538,1954,1,0.4,1954,0 days 00:17:52.362011,True,True,5000
160,15,0.19999999999999996,0 days 00:00:03.952907,0.02332817,1970,1,0.4,1970,0 days 00:17:59.932884,True,True,5000
161,7,-0.6,0 days 00:00:02.082867,0.03739535,1978,1,0.4,1978,0 days 00:18:05.644687,True,True,5000
162,8,-0.5,0 days 00:00:02.148259,0.026297761,1987,1,0.4,1987,0 days 00:18:11.411806,True,True,5000
163,7,-0.6,0 days 00:00:02.082390,0.040406838,1995,1,0.4,1995,0 days 00:18:17.112007,True,True,5000
164,17,0.40000000000000013,0 days 00:00:03.782266,0.022915887,2013,1,0.4,2013,0 days 00:18:24.512329,True,True,5000
165,8,-0.5,0 days 00:00:02.149403,0.021300811,2022,1,0.4,2022,0 days 00:18:30.279073,True,True,5000
166,7,-0.6,0 days 00:00:02.083133,0.042216346,2030,1,0.4,2030,0 days 00:18:35.979600,True,True,5000
167,9,-0.4,0 days 00:00:02.215788,0.032057375,2040,1,0.4,2040,0 days 00:18:41.812777,True,True,5000
168,8,-0.5,0 days 00:00:02.149485,0.034838602,2049,1,0.4,2049,0 days 00:18:47.580039,True,True,5000
169,17,0.40000000000000013,0 days 00:00:04.299608,0.043526243,2067,1,0.4,2067,0 days 00:18:55.497074,True,True,5000
170,12,-0.10000000000000009,0 days 00:00:02.933009,0.020618299,2080,1,0.4,2080,0 days 00:19:02.048059,True,True,5000
171,7,-0.6,0 days 00:00:02.084175,0.049082886,2088,1,0.4,2088,0 days 00:19:07.748588,True,True,5000
172,27,1.4000000000000008,0 days 00:00:06.000721,0.026965251,2116,1,0.4,2116,0 days 00:19:17.365626,True,True,5000
173,7,-0.6,0 days 00:00:02.082947,0.031308025,2124,1,0.4,2124,0 days 00:19:23.065516,True,True,5000
174,19,0.6000000000000003,0 days 00:00:05.984053,0.031174058,2144,1,0.4,2144,0 days 00:19:32.666351,True,True,5000
175,8,-0.5,0 days 00:00:03.182381,0.032871388,2153,1,0.4,2153,0 days 00:19:39.465166,True,True,5000
176,16,0.30000000000000004,0 days 00:00:03.199679,0.028966833,2170,1,0.4,2170,0 days 00:19:46.282954,True,True,5000
177,7,-0.6,0 days 00:00:02.082450,0.045130953,2178,1,0.4,2178,0 days 00:19:51.982871,True,True,5000
178,12,-0.10000000000000009,0 days 00:00:02.933623,0.04324546,2191,1,0.4,2191,0 days 00:19:58.534265,True,True,5000
179,7,-0.6,0 days 00:00:02.082035,0.046725623,2199,1,0.4,2199,0 days 00:20:04.233231,True,True,5000
180,15,0.19999999999999996,0 days 00:00:02.615782,0.021706518,2215,1,0.4,2215,0 days 00:20:10.466925,True,True,5000
181,7,-0.6,0 days 00:00:02.081383,0.024443118,2223,1,0.4,2223,0 days 00:20:16.166440,True,True,5000
182,7,-0.6,0 days 00:00:02.082837,0.04236713,2231,1,0.4,2231,0 days 00:20:21.867584,True,True,5000
183,8,-0.5,0 days 00:00:02.147869,0.037597213,2240,1,0.4,2240,0 days 00:20:27.633523,True,True,5000
184,13,-1.1102230246251565e-16,0 days 00:00:04.550260,0.039945453,2254,1,0.4,2254,0 days 00:20:35.801147,True,True,5000
185,8,-0.5,0 days 00:00:02.665181,0.03068202,2263,1,0.4,2263,0 days 00:20:42.084177,True,True,5000
186,7,-0.6,0 days 00:00:02.082349,0.017567802,2271,1,0.4,2271,0 days 00:20:47.785970,True,True,5000
187,7,-0.6,0 days 00:00:02.081859,0.009354567,2279,1,0.4,2279,0 days 00:20:53.484649,True,True,5000
188,15,0.19999999999999996,0 days 00:00:03.131958,0.01017682,2295,1,0.4,2295,0 days 00:21:00.235211,True,True,5000
189,17,0.40000000000000013,0 days 00:00:04.300245,0.026901286,2313,1,0.4,2313,0 days 00:21:08.152963,True,True,5000
190,7,-0.6,0 days 00:00:02.082627,0.04430081,2321,1,0.4,2321,0 days 00:21:13.852767,True,True,5000
191,15,0.19999999999999996,0 days 00:00:02.099307,0.025010344,2337,1,0.4,2337,0 days 00:21:19.569430,True,True,5000
192,7,-0.6,0 days 00:00:02.082883,0.0061246753,2345,1,0.4,2345,0 days 00:21:25.270184,True,True,5000
193,8,-0.5,0 days 00:00:02.148943,0.017181285,2354,1,0.4,2354,0 days 00:21:31.036373,True,True,5000
194,12,-0.10000000000000009,0 days 00:00:02.933757,0.039251424,2367,1,0.4,2367,0 days 00:21:37.587350,True,True,5000
195,17,0.40000000000000013,0 days 00:00:03.266198,0.025603514,2385,1,0.4,2385,0 days 00:21:44.471464,True,True,5000
196,26,1.3000000000000007,0 days 00:00:05.934297,0.027515577,2412,1,0.4,2412,0 days 00:21:54.022139,True,True,5000
197,13,-1.1102230246251565e-16,0 days 00:00:02.999206,0.014332911,2426,1,0.4,2426,0 days 00:22:00.637664,True,True,5000
198,7,-0.6,0 days 00:00:02.081860,0.04010286,2434,1,0.4,2434,0 days 00:22:06.337582,True,True,5000
199,7,-0.6,0 days 00:00:02.082774,0.014350832,2442,1,0.4,2442,0 days 00:22:12.039131,True,True,5000
200,7,-0.6,0 days 00:00:02.472199,0.011021645,2450,1,0.4,2450,0 days 00:22:18.128516,True,True,5000
201,8,-0.5,0 days 00:00:02.148612,0.028336935,2459,1,0.4,2459,0 days 00:22:23.905916,True,True,5000
202,8,-0.5,0 days 00:00:02.665629,0.031332877,2468,1,0.4,2468,0 days 00:22:30.189230,True,True,5000
203,7,-0.6,0 days 00:00:02.082968,0.06133342,2476,1,0.4,2476,0 days 00:22:35.890408,True,True,5000
204,18,0.5000000000000002,0 days 00:00:03.332999,0.033384826,2495,1,0.4,2495,0 days 00:22:42.840394,True,True,5000
205,7,-0.6,0 days 00:00:02.082585,0.01627883,2503,1,0.4,2503,0 days 00:22:48.540219,True,True,5000
206,13,-1.1102230246251565e-16,0 days 00:00:02.998839,0.026329031,2517,1,0.4,2517,0 days 00:22:55.156748,True,True,5000
207,7,-0.6,0 days 00:00:03.116802,0.023969848,2525,1,0.4,2525,0 days 00:23:01.891571,True,True,5000
208,9,-0.4,0 days 00:00:02.215981,0.01949989,2535,1,0.4,2535,0 days 00:23:07.724371,True,True,5000
209,14,0.09999999999999987,0 days 00:00:03.066174,0.026890552,2550,1,0.4,2550,0 days 00:23:14.408320,True,True,5000
210,9,-0.4,0 days 00:00:02.215278,0.035031088,2560,1,0.4,2560,0 days 00:23:20.241144,True,True,5000
211,7,-0.6,0 days 00:00:02.082176,0.04431033,2568,1,0.4,2568,0 days 00:23:25.941648,True,True,5000
212,15,0.19999999999999996,0 days 00:00:03.131893,0.032233372,2584,1,0.4,2584,0 days 00:23:32.691828,True,True,5000
213,8,-0.5,0 days 00:00:03.182306,0.040905673,2593,1,0.4,2593,0 days 00:23:39.491956,True,True,5000
214,12,-0.10000000000000009,0 days 00:00:03.449011,0.036677063,2606,1,0.4,2606,0 days 00:23:46.559484,True,True,5000
215,7,-0.6,0 days 00:00:02.082087,0.017920312,2614,1,0.4,2614,0 days 00:23:52.259312,True,True,5000
216,9,-0.4,0 days 00:00:02.216286,0.020083398,2624,1,0.4,2624,0 days 00:23:58.093401,True,True,5000
217,18,0.5000000000000002,0 days 00:00:03.849627,0.033100575,2643,1,0.4,2643,0 days 00:24:05.560473,True,True,5000
218,9,-0.4,0 days 00:00:03.766866,0.035057396,2653,1,0.4,2653,0 days 00:24:12.944748,True,True,5000
219,14,0.09999999999999987,0 days 00:00:03.582863,0.00057665206,2668,1,0.4,2668,0 days 00:24:20.144217,True,True,5000
220,12,-0.10000000000000009,0 days 00:00:02.932966,0.019228218,2681,1,0.4,2681,0 days 00:24:26.694791,True,True,5000
221,9,-0.4,0 days 00:00:02.216038,0.028965985,2691,1,0.4,2691,0 days 00:24:32.527658,True,True,5000
222,16,0.30000000000000004,0 days 00:00:02.682605,0.028015776,2708,1,0.4,2708,0 days 00:24:38.828181,True,True,5000
223,7,-0.6,0 days 00:00:02.083555,0.04726575,2716,1,0.4,2716,0 days 00:24:44.528517,True,True,5000
224,8,-0.5,0 days 00:00:02.149833,0.021590663,2725,1,0.4,2725,0 days 00:24:50.295121,True,True,5000
225,7,-0.6,0 days 00:00:02.599654,0.0416943,2733,1,0.4,2733,0 days 00:24:56.511988,True,True,5000
